,Unnamed: 0,training day,DoB,exp_date,exp_name,mice_id,gender,total_trial,time_stim_begin,num_stim,num_enter,contrast,distance,comment,num_exp,exp_starttime,timestamp,latency_to_maxSpeed,mean_speed,max_instance_speed2safezone,max_instance_speed2water,max_instance_speed_before,mean_speed_before,speed_var_before,pause_times_before,coefficiency_speed,index_max_frequency,duration_high_speed,longest_immobile_duration,first_immobile_start,total_immobile_duration,x_loc_looming,x_loc_off,x_loc_end,x_loc_exit,x_loc_distance_duration_high_speed,exit_idx,enter_idx,trial_end_idx,back_to_track_idx,duration_reward,furthest_loc,furthest_idx,nearest_back_loc,nearest_back_idx,furthest_loc_after_esc,nearest_back_loc_after_esc,reach_safe_idx,neck_nose_angle_at_looming,tailbase_nose_angle_at_looming,x_loc_immobile,max_speedS,nPeriodS,speed_fold,escape_distance,escape_max_acc,escape_acc_var,nPeriodW,durationsM,sum_duration_lsM,latency_to_first_escape,back_idx_after_flee,fastest_escape_start,freeze_start,first_freeze_duration,freeze_end,duration_between_escape_and_freeze,binary_occasion,trial_recheck,idm_id,trial_index,manual_label,stim_omit,unsure,comment_y,isDefensive,whichDecision_new,ignore_probability,escape_probability,freeze_probability,freeze_escape_probability,x_loc_off_to_sz,x_loc_end_to_sz,x_loc_exit_to_sz,x_loc_change,exit_time_after_looming,end_time_after_looming,reach_safe_time_after_looming,escape_to_reach_safe_time,decision_latency,first_decision,decision_latency_new,escape_start_shelter,flee_at_n_looming,back_idx_after_flee_shelter,day_key
2384,2384,day5,20231027,20240119,test,idm26_4_80C3,male,99,11:00:50,63.0,45.0,1.0,0.192572212,,1,09:20:38,2024_01_19_11_00_50_102234,0.4666666666666667,-0.1597235439907837,0.285603840041179,17.396023841180565,-34.01456068964076,-7.873969676087657,131.27787917536253,1.0,7.097902723179213,0,0.03333333333333333,17.366666666666667,0.5666666666666667,19.066666666666666,18.056489737027523,16.148379217092174,16.074275953594718,16.074275953594718,0.0,900,0,900,-1,0.0,18.056489737027523,300,16.04331278105313,757,,,900.0,174.31217422748873,-177.94870595496388,16.074275953594718,0.0,0,,0.0,0.0,,0,1.7,4.833333333333333,20.0,-0.03333333333333333,20.0,0.5666666666666667,1.7,11.566666666666666,,0,99,idm26_4,idm26_4_99,2.0,,,,1.0,2.0,0.0689749604699976,0.0,0.9294028076170484,0.0016222319129537,83.85162078290783,83.92572404640528,83.92572404640528,-1.982213783432803,20.0,20.0,20.0,0.0,0.5666666666666667,2,0.5666666666666667,10.3,11.0,,idm26_4_day5
2382,2382,day5,20231027,20240119,test,idm26_4_80C3,male,97,10:57:04,61.0,45.0,1.0,0.197050672,,1,09:20:38,2024_01_19_10_57_04_206217,14.6,-0.2101893862563318,2.7969595421379547,7.98641924856499,-30.573625832478456,-7.928767205127774,82.93596930437315,0.0,2.3569480233922584,3,0.06666666666666667,9.833333333333334,0.3,11.766666666666667,19.97949348267573,19.14465218703374,16.268190743120023,16.268190743120023,0.07664671880180463,900,0,900,-1,0.0,19.97949348267573,300,16.268190743120023,899,,,900.0,-174.23372328467207,177.9183377979118,19.15669133112981,0.0,0,,0.0,0.0,,0,9.833333333333334,10.466666666666667,20.0,-0.03333333333333333,20.0,0.3,9.833333333333334,18.066666666666666,,0,97,idm26_4,idm26_4_97,2.0,,,,1.0,2.0,0.0753734474172051,0.0,0.9225014532863288,0.0021250992964662,80.85534781296627,83.73180925687998,83.73180925687998,-3.7113027395557054,20.0,20.0,20.0,0.0,0.3,2,0.3,10.3,11.0,,idm26_4_day5
2369,2369,day5,20231027,20240119,test,idm26_4_80C3,male,84,10:22:35,52.0,39.0,1.0,0.192572212,,1,09:20:38,2024_01_19_10_22_35_508997,0.4,-0.1064603080716651,1.52293969372588,18.12875275635751,-36.63176767244398,-9.340707276435564,164.08542155085993,3.0,6.996962623517623,24,0.13333333333333333,13.2,0.3,18.033333333333335,18.372561345998427,17.289771446814903,17.319694809108366,17.319694809108366,0.1172671533073596,900,0,900,-1,0.0,18.372561345998427,300,16.83306415264423,306,,,900.0,178.3190936781154,-178.25247487065843,17.29110175418601,0.0,0,,0.0,0.0,,0,13.2,13.2,20.0,-0.03333333333333333,20.0,0.6,13.2,13.8,,0,84,idm26_4,idm26_4_84,2.0,,,,1.0,2.0,0.0790749507875329,0.0,0.9193028172995134,0.0016222319129537,82.71022855318509,82.68030519089164,82.68030519089164,-1.0528665368900603,20.0,20.0,20.0,0.0,0.6,2,0.6,10.3,11.0,,idm26_4_day5
2917,2917,day2,20240205,20240409,test,idm29_B253,male,92,18:57:39,27.0,18.0,0.45,0.197050672,,4,,2024_04_09_18_57_39_604101,12.1,-0.3884373396339846,2.403549062336341,7.587970804192883,-4.259721319478606,-0.2384056325272673,0.8335762764129515,1.0,2.153483523717429,0,0.16666666666666666,2.2,0.3,6.8,21.188080562520728,18.06401486991255,14.59575325909386,14.59575325909386,0.3200979865198134,900,0,900,-1,6.833333333333333,21.188080562520728,300,14.372397668165616,763,,,900.0,-159.258591551054,-172.34086279635298,18.712331109084882,0.0,0,,0.0,0.0,,0,2.2,4.8,20.0,-0.03333333333333333,20.0,1.6333333333333333,2.2,10.866666666666667,,0,92,idm29,idm29_92,2.0,,,,1.0,2.0,0.0911142317946276,0.0,0.904833934449734,0.0040518337556387,81.93598513008746,85.40424674090615,85.40424674090615,-6.592327303426868,20.0,20.0,20.0,0.0,1.6333333333333333,2,1.6333333333333333,10.3,11.0,,idm29_day2
3334,3334,day2,20240205,20240411,test,idm30_AEC3,male,60,16:51:27,24.0,16.0,0.45,0.152266078,,2,,2024_04_11_16_51_27_843234,0.0,0.1411560495281576,9.471319204449758,5.734983345984945,-0.6257496555652889,0.1136587053791297,0.7825822137583717,1.0,1.9220586127004693,12,0.03333333333333333,3.1333333333333333,0.6,9.033333333333333,16.907072436588198,15.751368029364224,17.774602078843394,17.774602078843394,0.0,900,0,900,-1,0.0,17.162218169761275,304,15.738234137982838,433,,,900.0,-111.3019782168138,-158.98074401286232,15.779556719630719,0.0,0,,0.0,0.0,,0,3.1333333333333333,6.333333333333333,20.0,-0.03333333333333333,20.0,2.7333333333333334,3.1333333333333333,18.266666666666666,,0,60,idm30,idm30_60,2.0,,,,1.0,2.0,0.0967053968399325,0.0,0.8996516341016155,0.0036429690584522,84.24863197063577,82.22539792115661,82.22539792115661,0.8675296422551949,20.0,20.0,20.0,0.0,2.7333333333333334,2,2.7333333333333334,10.3,11.0,,idm30_day2
2954,2954,day3,20240205,20240410,test,idm29_B853,male,129,13:09:53,16.0,11.0,0.25,0.197050672,,7,,2024_04_10_13_09_53_975718,15.566666666666666,-0.433989575987913,5.533732359400416,11.985188463011896,-14.122979829148637,-3.743968298310539,19.174518645537045,3.0,2.202478759117828,4,0.16666666666666666,2.2,1.5333333333333334,7.033333333333333,20.53004370570499,21.076185636242126,10.493661356014451,10.493661356014451,0.1611890716957477,900,0,900,-1,11.033333333333333,21.094634119332316,528,10.084354876207104,717,,,900.0,-145.27572702783573,-162.1003740527899,20.828381282897467,0.0,0,,0.0,0.0,,0,2.2,4.033333333333333,20.0,-0.03333333333333333,20.0,2.9,1.3666666666666667,18.8,,0,129,idm29,idm29_129,2.0,,,,1.0,2.0,0.0966961832062965,0.0,0.8987972211333032,0.0045065956604006,78.92381436375788,89.50633864398556,89.50633864398556,-10.036382349690538,20.0,20.0,20.0,0.0,2.9,2,2.9,10.3,11.0,,idm29_day3
1900,1900,day3,20230707,20230920,test,idm22_B4F3,male,108,21:08:11,19.0,17.0,0.75,0.197050672,,4,19:15:17,2023_09_20_21_08_11_972224,15.366666666666667,0.0251344848905662,3.850955420650762,4.9296964867794415,-36.31746708130957,-8.77513344525119,113.09613924658488,1.0,2.210498387288509,10,0.13333333333333333,8.433333333333334,0.6333333333333333,12.1,21.222931960533405,19.760613803205818,20.493967071452257,20.493967071452257,0.10670418574892422,900,0,900,-1,0.0,21.222931960533405,300,19.286089100319135,320,,,900.0,123.05063353717952,145.83150148858402,19.719922619726045,0.0,0,,0.0,0.0,,0,8.433333333333334,9.566666666666666,20.0,-0.03333333333333333,20.0,1.3666666666666667,8.433333333333334,19.6,,0,108,idm22,idm22_108,0.0,,,,1.0,2.0,0.100701368374287,0.0,0.8968794146821879,0.0024192169435251,80.23938619679419,79.50603292854775,79.50603292854775,-0.7289648890811493,20.0,20.0,20.0,0.0,1.3666666666666667,2,1.3666666666666667,10.3,11.0,,idm22_day3
5119,5119,day3,20240606,20240821,test,idm43_7FC3,male,79,14:45:52,13.0,11.0,1.0,0.197050672,,3,,2024_08_21_14_45_52_930462,3.966666666666667,4.818710473079531,74.32216112208485,15.150450282654438,-18.61274217956009,-6.085186720563774,34.15645118141444,2.0,2.811539022370634,0,0.6333333333333333,1.6666666666666667,0.36666666666666664,5.2,19.294474715579412,112.24621549651857,112.0701454223309,115.37547360259173,43.49430535516309,900,0,483,-2,0.0,112.24621549651857,539,111.99733193799734,579,112.07238089563991,111.71546672952587,443.0,169.6388179545646,174.1665589975585,17.729735680537136,50.312393843705344,1,-3.243868632829969,92.81674380517448,-0.1286229216789335,0.2295676819511429,6,1.6666666666666667,2.066666666666667,3.4,21.0,3.4,0.36666666666666664,0.4,2.8333333333333335,0.5666666666666667,0,79,idm43,idm43_79,,,,,1.0,3.0,0.0091957219088924,0.0010663838104005,0.0011158036733658,0.9886220906073412,-12.246215496518573,-12.070145422330897,-15.375473602591725,92.7756707067515,20.0,6.1,4.766666666666667,1.3666666666666667,0.36666666666666664,2,0.36666666666666664,3.4,5.0,,idm43_day3
4320,4320,day3,20240414,20240626,test,idm37_9AA3,male,31,12:46:28,12.0,10.0,1.0,0.058218429,,2,,2024_06_26_12_46_28_915587,2.6666666666666665,5.362003910530048,78.81486528184294,6.082032840130838,-1.5104007579784455,-0.2026283900437002,0.226788806360063,4.0,2.4637490363620693,0,0.4,1.2333333333333334,0.0,4.3,8.233030445695873,106.25336939966014,105.71027825555375,111.99641624875666,28.69496709282266,900,0,439,-2,2.3333333333333335,106.4013101997679,499,105.46145103717673,512,105.90542173512102,105.46145103717673,416.0,140.25099254875144,142.82757591426633,8.383913156524578,48.77404771713967,1,,95.77319813533549,-0.0936169818442935,0.2806565452444309,0,1.2,1.2,2.1333333333333333,21.0,2.1333333333333333,0.03333333333333333,1.2,1.2333333333333334,0.9,0,31,idm37,idm37_31,,,,,1.0,3.0,0.0086557780072464,0.0010663838104005,0.0019491370066991,0.9883287011756536,-6.253369399660139,-5.710278255553735,-11.996416248756656,97.47724780985787,20.0,4.633333333333334,3.8666666666666667,1.7333333333333334,0.03333333333333333,2,0.03333333333333333,2.1333333333333333,3.0,,idm37_day3
4315,4315,day3,20240414,20240626,test,idm37_9AA3,male,26,12:36:58,7.0,6.0,1.0,0.197050672,,2,,2024_06_26_12_36_58_559199,4.033333333333333,4.824467564200287,74.59616577031831,6.33717720856085,-32.6448280072731,-7.974404899814924,56.59975435689184,1.0,2.791740104064674,1,0.5666666666666667,2.3,0.36666666666666664,8.3,20.622831066344087,117.41697275986404,112.51665077917772,115.75189052483974,38.43518195923823,900,0,457,-2,0.0,117.42557531705901,535,115.41711522919431,710,116.8853769479443,115.41711522919431,438.0,176.7933416698471,-169.6466233469327,115.67143204990053,47.72352898751295,1,-2.394329006078518,90.32522498590109,-0.0854160315920043,0.1455440286305261,6,1.0666666666666667,1.0666666666666667,3.2333333333333334,21.0,3.2333333333333334,1.1,1.0666666666666667,2.1666666666666665,1.0666666666666667,0,26,idm37,idm37_26,,,,,1.0,3.0,0.0086638070152754,0.0020663838104005,0.0011158036733658,0.988154005500958,-17.416972759864034,-12.516650779177715,-15.751890524839736,91.89381971283363,20.0,5.233333333333333,4.6,1.3666666666666667,1.1,2,1.1,3.2333333333333334,5.0,,idm37_day3
4262,4262,day3,20240414,20240621,test,idm36_99F3,male,78,15:08:43,14.0,13.0,1.0,0.197050672,,3,,2024_06_21_15_08_43_743001,3.2333333333333334,4.865188488111406,96.5182410219887,10.312828192823112,-27.506466141761944,-7.632836410901606,72.84731258662822,2.0,3.082547315917893,0,0.3333333333333333,4.933333333333334,1.0333333333333334,7.933333333333334,19.424113225557445,114.48010480562003,115.90922242829907,115.94206117719388,28.78407995896883,900,0,457,-2,0.0,115.92864229318634,457,114.31715472523736,842,115.92864229318634,114.31715472523736,417.0,172.44371715747272,167.63721723461452,114.8630520038959,55.33888888134083,1,-2.77088421646514,95.45772416901524,-0.1483291734566217,0.4879497149474162,6,1.4,1.4,2.7666666666666666,21.0,2.7666666666666666,1.0333333333333334,1.4,2.433333333333333,0.3333333333333333,0,78,idm36,idm36_78,,,,,1.0,3.0,0.0099100076231781,0.0015663838104005,0.0011158036733658,0.9874078048930554,-14.480104805620023,-15.909222428299064,-15.942061177193871,96.48510920274163,20.0,5.233333333333333,3.9,1.1333333333333333,1.0333333333333334,2,1.0333333333333334,2.7666666666666666,4.0,,idm36_day3
3995,3995,day3,20240328,20240614,test,idm34_0AA3,male,24,11:17:11,6.0,8.0,0.25,0.197050672,,1,,2024_06_14_11_17_11_931177,5.733333333333333,4.663428944732394,76.61073032955389,9.080734499437202,-25.54690798720512,-9.108268992043458,55.34442518466062,1.0,2.747724827570221,1,0.6333333333333333,1.4333333333333333,0.5666666666666667,5.6,19.50382983463196,115.89732235369698,115.88125828912467,115.71451607054048,45.211388099731124,900,0,533,-2,0.0,115.89732235369698,539,112.42982608380308,765,115.91287611903185,112.42982608380308,492.0,155.29567734091594,152.88124066957255,18.804515727318883,52.09887514469148,1,-2.6881857871108643,92.24809382512021,-0.0905747591935669,0.1742213377346935,6,0.4,0.4,5.1,21.0,5.1,0.5666666666666667,0.4,0.9666666666666667,4.133333333333334,0,24,idm34,idm34_24,,,,,1.0,3.0,0.0098633411767661,0.0020663838104005,0.0011158036733658,0.9869544713394676,-15.89732235369698,-15.881258289124665,-15.714516070540476,96.3774284544927,20.0,7.766666666666667,6.4,1.3,0.5666666666666667,2,0.5666666666666667,5.1,7.0,,idm34_day3
5855,5855,day3,20230126,20230408,habituate,idm6_E36E,male,149,10:27:11,21.0,37.0,1.0,0.197373882,,5,9:28:22,2023_04_08_10_27_11_667163,3.9,4.468819331764011,78.73219671885845,18.042074475721144,-26.225530981062963,-8.297272150162353,61.44382583883745,3.0,1.9134951894404608,3,0.36666666666666664,0.4,0.13333333333333333,1.9,21.963722289715268,110.33611105354775,115.76755869736407,111.13283732420147,25.896888307930617,900,0,493,635,0.0,115.77303081482097,493,93.04929827378979,755,115.73876176019563,93.04929827378979,441.0,177.85699061337627,-169.02074961666017,22.177847217185427,48.58659867526996,2,-2.3298032389649475,84.3153612050833,-0.1671052333971464,0.2476303909787158,8,0.36666666666666664,0.36666666666666664,3.4,21.0,3.4,0.7,0.36666666666666664,1.0666666666666667,2.3333333333333335,0,149,idm6,idm6_149,,,,,1.0,3.0,0.0100668137799843,0.0010663838104005,0.0019491370066991,0.9869176654029156,-10.336111053547747,-15.767558697364064,-11.132837324201473,93.80383640764879,20.0,6.433333333333334,4.7,1.3,0.7,2,0.7,3.4,5.0,,idm6_day3
5671,5671,day6,20230104,20230316,test,idm5_E4AE,male,150,12:16:00,18.0,6.0,0.5,0.197843037,,0,10:07:06,2023_03_16_12_16_00_065177,5.3,4.974245080256865,87.86375361923317,14.426475944238556,-41.08622842929943,-9.930926362303802,144.6362356386926,1.0,2.7609632272833347,2,0.5,1.7,1.8333333333333333,5.033333333333333,15.950761466190734,111.10309987359088,111.39162617083888,114.41378835447061,40.52893131165037,900,0,517,-2,4.8,111.3927711061837,517,109.95991949187666,840,111.3927711061837,109.95991949187666,485.0,176.6018811624442,-178.2664106404804,110.6207414622016,53.24891850388587,1,-2.0322610528896874,99.22918684982177,-0.088640091776733,0.3977004133022896,6,1.0333333333333334,1.0333333333333334,4.733333333333333,21.0,4.733333333333333,2.966666666666667,1.0333333333333334,4.0,0.7333333333333333,0,150,idm5,idm5_150,,,,,1.0,3.0,0.0109447066198336,0.0010663838104005,0.0011158036733658,0.9868731058963998,-11.103099873590878,-11.391626170838865,-14.41378835447061,95.44086470464813,20.0,7.233333333333333,6.166666666666667,1.4333333333333333,2.966666666666667,2,2.966666666666667,4.733333333333333,6.0,,idm5_day6
3491,3491,day4,20240205,20240418,test,idm31_0BE3,male,110,11:09:55,35.0,26.0,0.6,0.062696889,,4,,2024_04_18_11_09_55_078261,3.4,5.330481708479136,87.98133569283864,10.851740334764576,-32.39604964546043,-10.36071339363085,123.77991465653145,1.0,2.6403391868200354,2,0.6,1.0666666666666667,1.2,3.3,7.09475274933428,116.76211766412467,116.2635546615965,115.92889355727783,48.68919060906934,900,0,474,-2,2.9,117.000474034317,524,110.77823224055041,693,116.26051747451096,110.77823224055041,419.0,62.21613510016262,86.66860090379701,116.23920341511938,64.27281844756402,1,-2.810478543646327,105.68719288145513,-0.1521492645942738,0.1430422883519424,4,0.36666666666666664,0.36666666666666664,2.6333333333333333,21.0,2.6333333333333333,1.2,0.36666666666666664,1.5666666666666667,1.0666666666666667,0,110,idm31,idm31_110,,,,,1.0,3.0,0.0104594581726287,0.0020663838104005,0.0011158036733658,0.9863583543436047,-16.762117664124673,-16.263554661596494,-15.928893557277828,109.16880191226223,20.0,5.8,3.966666666666667,1.3333333333333333,1.2,2,1.2,2.6333333333333333,4.0,,idm31_day4
4327,4327,day3,20240414,20240626,test,idm37_9AA3,male,38,13:00:41,19.0,21.0,1.0,0.062696889,,2,,2024_06_26_13_00_41_289479,5.666666666666667,4.738036699083282,81.75950836286177,9.72809985510835,-18.38786024738577,-2.704465608779137,24.918194212630933,1.0,2.512815060634222,1,0.43333333333333335,1.3666666666666667,0.13333333333333333,5.066666666666666,8.572714322441769,112.51198814655173,112.26186251450595,101.8966186415506,31.96171889570727,900,0,522,-2,5.4,112.51685412176725,537,101.8966186415506,899,112.51685412176725,101.8966186415506,503.0,138.8775113020842,153.85602044020928,8.619974232478862,47.27186224221019,1,-3.118287461673154,104.32012214964202,-0.1603479283188238,0.3615236915494781,4,1.3666666666666667,1.3666666666666667,5.166666666666667,21.0,5.166666666666667,0.8333333333333334,1.3666666666666667,2.2,2.966666666666667,0,38,idm37,idm37_38,,,,,1.0,3.0,0.0108058616192865,0.0010663838104005,0.0019491370066991,0.9861786175636136,-12.51198814655172,-12.261862514505944,-1.896618641550599,103.68914819206418,20.0,7.4,6.766666666666667,1.6,0.8333333333333334,2,0.8333333333333334,5.166666666666667,7.0,,idm37_day3
3823,3823,day16,20240328,20240619,test,idm33_3_90A3,male,40,10:41:28,25.0,21.0,1.0,0.197050672,,1,,2024_06_19_10_41_28_854242,2.7,5.023406138350593,67.60387673369566,12.535425990424889,-28.19825972733961,-9.961955952362128,86.43845151142733,1.0,2.1480822559453148,0,0.43333333333333335,1.2333333333333334,0.3,5.7,18.67416810862898,116.72558334714854,111.68196441893238,115.73505539898319,26.523720900639294,900,0,474,-2,0.0,116.72762454409813,536,114.07159860949935,868,111.00317188536141,111.00317188536141,416.0,-164.80899836693536,-172.32917098940018,114.68837294844165,45.813427325314514,2,-2.3504864542878043,82.19364763254829,-0.0880549530577075,0.1440030590563331,4,0.6333333333333333,0.6333333333333333,2.2,21.0,2.2,0.3,0.6333333333333333,0.9333333333333333,1.2666666666666666,0,40,idm33_3,idm33_3_40,,,,,1.0,3.0,0.010547873655781,0.0020663838104005,0.0012473826207342,0.986138359913084,-16.725583347148536,-11.68196441893237,-15.735055398983185,93.0077963103034,20.0,5.8,3.8666666666666667,1.6666666666666667,0.3,2,0.3,2.2,3.0,,idm33_3_day16
