Unnamed: 0.1,Unnamed: 0,training day,DoB,exp_date,exp_name,mice_id,gender,total_trial,time_stim_begin,num_stim,num_enter,contrast,distance,comment,num_exp,exp_starttime,timestamp,latency_to_maxSpeed,fled_allover_duration,mean_speed,max_instance_speed2safezone,max_instance_speed2water,max_instance_speed_before,mean_speed_before,speed_var_before,pause_times_before,coefficiency_speed,index_max_frequency,duration_high_speed,longest_immobile_duration,first_immobile_start,total_immobile_duration,x_loc_looming,x_loc_off,x_loc_end,x_loc_exit,x_loc_distance_duration_high_speed,x_loc_fled_end,exit_idx,enter_idx,trial_end_idx,back_to_track_idx,duration_reward,furthest_loc,furthest_idx,nearest_back_loc,nearest_back_idx,furthest_loc_after_esc,nearest_back_loc_after_esc,reach_safe_idx,neck_nose_angle_at_looming,tailbase_nose_angle_at_looming,x_loc_immobile,max_speedS,nPeriodS,speed_fold,escape_distance,escape_max_acc,escape_acc_var,nPeriodW,durationsM,sum_duration_lsM,latency_to_first_escape,back_idx_after_flee,fastest_escape_start,freeze_start,first_freeze_duration,freeze_end,duration_between_escape_and_freeze,binary_occasion,trial_recheck,idm_id,trial_index,manual_label,stim_omit,unsure,comment_y,isDefensive,whichDecision_new,ignore_probability,escape_probability,freeze_probability,freeze_escape_probability,x_loc_off_to_sz,x_loc_end_to_sz,x_loc_exit_to_sz,x_loc_change,distance_under_threat,distance_fled_new,exit_time_after_looming,end_time_after_looming,reach_safe_time_after_looming,escape_to_reach_safe_time,decision_latency,first_decision,decision_latency_new,social_rank,decision_corrected,decision_score,speed_explore_25-50_mean,speed_explore_25-50_skewness,speed_explore_25-50_kurtosis,change_trial,phase,pair_trial,speed_explore_25-100_mean,speed_explore_25-100_skewness,speed_explore_25-100_kurtosis,time_shift,foraging_interval
41,2480,day4,20231027,20240118,test,idm26_6_8153,male,4,14:04:25,2.0,4.0,1.0,0.192572212,,0,13:57:48.504,2024_01_18_14_04_25_463149,0.7,1.6333333333333333,53.92492371614444,105.89310798164531,26.060456625152103,-46.1013757697267,-22.63185865837852,247.97024804823084,1.0,0.606642043983089,0,0.4333333333333333,0.0,,0.0,19.239658507491296,114.92182689347293,114.92182689347293,114.92182689347293,41.57094907887102,114.92182689347293,353,166,353,-2,0.0,114.92182689347293,352,114.92182689347293,352,114.92182689347293,114.92182689347293,337.0,148.51984838265665,165.1490713756927,21.00510266858008,59.26138591890671,1,-1.734380346122444,98.21937425157346,-0.0416323178312797,0.4987415536091366,4,0.0,0.0,0.1333333333333333,21.0,0.1333333333333333,20.0,,,,1,4,idm26_6,idm26_6_4,1.0,,,,1.0,1.0,0.0,0.9825262379737596,0.0,0.0174737620262406,-14.921826893472904,-14.921826893472904,-14.921826893472904,95.6821683859816,95.6821683859816,95.6821683859816,1.7666666666666666,1.7666666666666666,1.2333333333333334,1.1,0.1333333333333333,1,0.1333333333333333,dom,1.0,3,37.09257509667465,-1.0320970127115774,2.8585961358312275,4.0,1,idm26_6_2.0,36.73154281428439,-0.022400807502325,-0.9302010354211911,32,32.65
42,2482,day4,20231027,20240118,test,idm26_6_8153,male,6,14:08:14,3.0,5.0,1.0,0.197050672,,0,13:57:48.504,2024_01_18_14_08_14_091345,1.3,1.3333333333333333,42.90118970966238,117.12181907311064,25.52247247332416,-49.697159617097626,-18.146769578764665,180.5721654974145,0.0,0.8830324087870465,0,0.3666666666666666,0.0333333333333333,0.4,0.0333333333333333,19.32291612701012,111.94574141902906,111.94574141902906,111.94574141902906,38.82709390135054,111.84344489360318,364,133,364,-2,0.0,111.94574141902906,363,111.94574141902906,363,111.94574141902906,111.94574141902906,352.0,-174.76949928835347,-173.584080032033,16.110300403058687,70.42409972640056,1,-2.487210636847229,95.95629340072196,-0.0396111486416678,0.5977496522376167,6,0.0,0.0,0.7666666666666667,21.0,0.7666666666666667,20.0,,,,1,6,idm26_6,idm26_6_6,1.0,,,,1.0,1.0,0.0236685957662778,0.5169060315941612,0.0,0.4594253726395609,-11.94574141902906,-11.94574141902906,-11.94574141902906,92.62282529201894,92.62282529201894,92.52052876659306,2.1333333333333333,2.1333333333333333,1.7333333333333334,0.9666666666666668,0.7666666666666667,1,0.7666666666666667,dom,1.0,3,26.352307381875,-1.0032973674158654,-0.961033978701658,4.0,1,idm26_6_3.0,24.12554447530402,0.076661004910961,-0.7694527211548787,32,109.71666666666667
43,2483,day4,20231027,20240118,test,idm26_6_8153,male,7,14:09:23,4.0,6.0,1.0,0.094046105,,0,13:57:48.504,2024_01_18_14_09_23_705239,0.7,1.7,54.018241756451786,134.76006541880028,8.257273976041878,-19.839502024900227,-2.254513271855632,22.7913316615393,3.0,0.7962836258841189,0,0.2666666666666666,0.0,,0.0,11.635856810552056,115.87533750120885,115.87533750120885,115.87533750120885,31.67555491804128,115.87533750120885,358,0,358,-2,0.3666666666666666,115.87533750120885,357,115.87533750120885,357,115.87533750120885,115.87533750120885,336.0,-160.82070535927784,-174.11094474376262,12.127288899307858,61.13581720691528,1,-3.861015844664808,105.23662377584309,-0.0382147986878437,0.8951169408935431,2,0.0,0.0,0.2333333333333333,21.0,0.2333333333333333,20.0,,,,1,7,idm26_6,idm26_6_7,1.0,,,,1.0,1.0,0.0,0.9841330135333484,0.0,0.0158669864666519,-15.87533750120884,-15.87533750120884,-15.87533750120884,104.2394806906568,104.2394806906568,104.2394806906568,1.933333333333333,1.933333333333333,1.2,0.9666666666666668,0.2333333333333333,1,0.2333333333333333,dom,1.0,3,8.939139231689806,0.3770763921750812,-1.172866550110112,4.0,2,idm26_6_4.0,8.939139231689806,0.3770763921750812,-1.172866550110112,32,26.45
44,2484,day4,20231027,20240118,test,idm26_6_8153,male,8,14:12:03,5.0,8.0,1.0,0.192572212,,0,13:57:48.504,2024_01_18_14_12_03_567267,1.0,1.5666666666666669,50.61162997043484,121.20025700700644,18.317510458297228,-46.571838969226775,-8.6862162961728,240.15288045505585,1.0,0.7528894864475645,0,0.3666666666666666,0.0,,0.0,18.812003462004725,116.10257014671753,116.10257014671753,116.10257014671753,39.999068282959634,116.10257014671753,360,0,360,-2,0.0,116.10257014671753,359,116.10257014671753,359,116.10257014671753,116.10257014671753,340.0,-173.18634332765666,-172.00065549562095,19.992499313556863,65.45649401606508,1,-2.0311234410863928,98.70048203202713,-0.1790570556492412,0.4340923322831281,2,0.0,0.0,0.4333333333333333,21.0,0.4333333333333333,20.0,,,,1,8,idm26_6,idm26_6_8,1.0,,,,1.0,1.0,0.0007622630992196,0.940242605695572,0.0,0.0589951312052086,-16.102570146717508,-16.102570146717508,-16.102570146717508,97.2905666847128,97.2905666847128,97.2905666847128,2.0,2.0,1.3333333333333333,0.9,0.4333333333333333,1,0.4333333333333333,dom,1.0,3,35.39393248216544,-2.090235806236828,4.979921055566996,4.0,2,idm26_6_5.0,25.70866051734225,-0.5205790948680727,-1.1374375246895685,32,31.833333333333332
45,2485,day4,20231027,20240118,test,idm26_6_8153,male,9,14:14:10,6.0,9.0,1.0,0.049261511,,0,13:57:48.504,2024_01_18_14_14_10_338769,0.7333333333333333,1.4,69.29280891621943,133.28967950456635,0.0,-10.2003660636254,-0.748072792496595,4.943110717119398,2.0,0.6232988568562892,0,0.3666666666666666,0.0,,0.0,6.165966044054107,117.22534287618812,117.22534287618812,117.22534287618812,44.70977083808232,115.95241380461611,349,0,349,-2,0.4,117.22534287618812,348,117.22534287618812,348,117.22534287618812,117.22534287618812,334.0,131.5971361344407,-154.26422225678505,6.064659907900055,77.120544412198,1,,109.45625288986083,-0.0792888458011505,0.6863462670231681,0,0.0,0.0,0.1333333333333333,21.0,0.1333333333333333,20.0,,,,1,9,idm26_6,idm26_6_9,1.0,,,,1.0,1.0,0.0,0.8167111335480469,0.0,0.1832888664519532,-17.225342876188115,-17.225342876188115,-17.225342876188115,111.05937683213402,111.05937683213402,109.78644776056204,1.6333333333333333,1.6333333333333333,1.1333333333333333,1.0,0.1333333333333333,1,0.1333333333333333,dom,1.0,3,,,,4.0,2,idm26_6_6.0,,,,32,51.36666666666667
46,2487,day4,20231027,20240118,test,idm26_6_8153,male,11,14:18:48,7.0,11.0,1.0,0.197050672,,0,13:57:48.504,2024_01_18_14_18_48_246072,0.8333333333333334,1.3666666666666667,53.62594214241134,136.26796648444716,23.99501405066487,-54.69649383276728,-12.205803629615012,234.93618577241395,3.0,0.8148243021588317,0,0.3,0.0,,0.0,18.73690253543601,114.9264998566672,114.9264998566672,114.9264998566672,36.69745973946246,111.87944806518016,355,63,355,-2,0.0,114.9264998566672,354,114.9264998566672,354,114.9264998566672,114.9264998566672,333.0,-157.74256873008216,-161.53304768430698,20.31032653322903,68.85973933694743,1,-1.779243244759222,96.18620665910284,-0.2010692977447518,0.9048726941424576,4,0.0,0.0,0.1,21.0,0.1,20.0,,,,1,11,idm26_6,idm26_6_11,1.0,,,,1.0,1.0,0.0,0.8710995886249232,0.0,0.1289004113750769,-14.926499856667204,-14.926499856667204,-14.926499856667204,96.1895973212312,96.1895973212312,93.14254552974415,1.8333333333333333,1.8333333333333333,1.1,1.0,0.1,1,0.1,dom,1.0,3,32.71502826102876,0.2269407189198048,0.7710947440751013,4.0,2,idm26_6_7.0,17.878313690914077,0.4138684137642411,-1.3624176166391662,32,44.34666666666667
47,2488,day4,20231027,20240118,test,idm26_6_8153,male,12,14:21:32,8.0,13.0,1.0,0.197050672,,0,13:57:48.504,2024_01_18_14_21_32_381132,0.9,1.4666666666666666,49.42134468432832,126.58661925035516,4.872576928390698,-42.35112543688747,-8.965599145036602,137.38912176171434,2.0,0.8543250044287838,0,0.2666666666666666,0.0,,0.0,20.695509042916942,116.86495267427884,116.86495267427884,116.86495267427884,30.097393895966302,116.10040922696142,359,0,359,-2,0.0,116.86495267427884,358,116.86495267427884,358,116.86495267427884,116.86495267427884,339.0,152.19976620805636,152.5257115656818,21.0270665823939,64.4262420730024,1,-2.4252780114332606,95.83651689454972,-0.0129010395395614,1.0164007553028729,4,0.0,0.0,0.4333333333333333,21.0,0.4333333333333333,20.0,,,,1,12,idm26_6,idm26_6_12,1.0,,,,1.0,1.0,0.0,0.9866330135333484,0.0,0.0133669864666519,-16.864952674278822,-16.864952674278822,-16.864952674278822,96.16944363136189,96.16944363136189,95.40490018404448,1.9666666666666663,1.9666666666666663,1.3,0.8666666666666667,0.4333333333333333,1,0.4333333333333333,dom,1.0,3,5.484760245571642,1.0610890195474445,0.1287810674911598,4.0,2,idm26_6_8.0,12.212264980809312,0.9862886677165056,-0.1863632357976667,32,48.0
48,2490,day4,20231027,20240118,test,idm26_6_8153,male,14,14:26:06,9.0,17.0,1.0,0.188093753,,0,13:57:48.504,2024_01_18_14_26_06_826859,0.9333333333333332,1.7,43.248354308801815,121.72435785400066,10.647732617786025,-35.088137856957026,-11.83586567719397,116.18935353000496,1.0,0.902173423890162,0,0.2666666666666666,0.0,,0.0,20.362757513314406,117.8044440069629,117.8044440069629,117.8044440069629,28.76963340698566,117.1230661848927,368,41,368,-2,0.0,117.8044440069629,367,117.8044440069629,367,117.8044440069629,117.8044440069629,341.0,178.22789402088003,-176.21259070531698,21.07672523883041,56.69292324013055,1,-2.5312292120949,97.38457065689904,-0.083610631175621,0.6907160922752766,8,0.0,0.0,0.4666666666666667,21.0,0.4666666666666667,20.0,,,,1,14,idm26_6,idm26_6_14,1.0,,,,1.0,1.0,0.0,0.9816330135333484,0.0,0.0183669864666519,-17.80444400696289,-17.80444400696289,-17.80444400696289,97.44168649364848,97.44168649364848,96.7603086715783,2.2666666666666666,2.2666666666666666,1.3666666666666667,0.9,0.4666666666666667,1,0.4666666666666667,dom,1.0,3,10.39984748285612,0.7240538379623621,-0.9963940973076206,4.0,2,idm26_6_9.0,14.486246264289765,0.1321248984981077,-1.3340891038981275,32,22.84074074074074
49,2492,day4,20231027,20240118,test,idm26_6_8153,male,16,14:29:56,10.0,20.0,1.0,0.197050672,,0,13:57:48.504,2024_01_18_14_29_56_278371,2.333333333333333,12.633333333333333,6.301963403421587,122.2937838964493,18.32461743675048,-43.74159497119955,-14.509530920931486,188.99351515303053,2.0,2.1480331779678257,1,0.3,1.6333333333333333,0.8,2.6,19.885094113944383,111.78438432526524,111.84859913793105,116.34307046446727,33.02301373469102,112.06197286347812,746,91,436,653,1.6333333333333333,111.88455580653184,436,93.94730707062337,710,111.88455580653184,93.94730707062337,384.0,-170.27399102285318,-164.10733167083197,111.5087981287301,77.4035263583367,3,-3.2058037390350016,93.61333508074128,0.1953317650981356,0.1898595407929575,4,0.4666666666666667,0.4666666666666667,1.8,21.0,1.8,0.8,0.4666666666666667,1.2666666666666666,0.5333333333333333,0,16,idm26_6,idm26_6_16,3.0,,,,1.0,3.0,0.09628371749671,0.0432312982522472,0.0052384017267384,0.8552465825243041,-11.784384325265249,-11.84859913793103,-16.34307046446729,91.96350502398666,91.89929021132087,92.17687874953374,14.866666666666667,4.533333333333333,2.8,1.0,0.8,2,0.8,dom,3.0,2,21.13014846161311,-0.0259243373383283,-1.2828642368583574,4.0,2,idm26_6_10.0,27.395074973063483,-0.0914200468733977,-1.35239495515101,33,50.95
50,3702,day4,20240306,20240511,test,idm33_1_AAF3,male,1,10:08:14,1.0,1.0,1.0,0.197050672,,0,,2024_05_11_10_08_14_121052,1.1666666666666667,15.8,39.16401877769385,88.73892102719104,22.71738128927397,-46.72511902238058,-19.40932802290301,264.84156423919785,1.0,0.7682248671000954,0,0.6333333333333333,0.0,,0.0,17.21261944758165,115.35191396359568,115.35191396359568,115.35191396359568,51.37523471012672,111.94328166445624,376,146,376,-2,0.4333333333333333,115.35191396359568,375,115.35191396359568,375,115.35191396359568,115.35191396359568,350.0,178.26548823508367,-179.05077287551538,19.05921770090766,58.75224711356061,3,-1.8709651795265063,98.44696839688802,0.1435481188228608,0.4363243217821591,6,0.0,0.0,0.4,21.0,0.4,20.0,,,,1,1,idm33_1,idm33_1_1,,,,,1.0,1.0,0.0060984848484848,0.9596297283430396,0.0005555555555555,0.0337162312529203,-15.351913963595676,-15.351913963595676,-15.351913963595676,98.13929451601405,98.13929451601405,94.7306622168746,2.533333333333333,2.533333333333333,1.6666666666666667,1.2666666666666666,0.4,1,0.4,dom,1.0,3,30.11514516977164,-0.3813263517461814,-1.4493010282650567,6.0,1,idm33_1_1.0,35.551444863053135,-0.8122129921546505,-0.5845413278770666,35,
51,3703,day4,20240306,20240511,test,idm33_1_AAF3,male,2,10:10:04,2.0,4.0,1.0,0.058218429,,0,,2024_05_11_10_10_04_208687,1.0,1.4333333333333331,53.86952655718413,103.0425407257752,1.8003246298383124,-20.79051612677323,-0.8155714340623583,7.243933619383445,1.0,0.731052058681957,0,0.5333333333333333,0.2333333333333333,0.0,0.2333333333333333,8.098970934313868,111.654793143167,111.654793143167,111.654793143167,50.085370504445045,111.654793143167,358,0,358,-2,0.7,111.654793143167,357,111.654793143167,357,111.654793143167,111.654793143167,347.0,137.96644769330203,141.9768830653286,8.143812184624709,71.25667538427132,1,,103.23731170303516,-0.2628732745860334,0.5447585531104587,0,0.0,0.0,0.5,21.0,0.5,20.0,,,,1,2,idm33_1,idm33_1_2,,,,,1.0,1.0,0.0011261023849339,0.8976707759494456,0.0,0.1012031216656211,-11.65479314316699,-11.65479314316699,-11.65479314316699,103.55582220885312,103.55582220885312,103.55582220885312,1.933333333333333,1.933333333333333,1.5666666666666669,1.0666666666666669,0.5,1,0.5,dom,1.0,3,,,,6.0,1,idm33_1_2.0,,,,35,19.05
52,3704,day4,20240306,20240511,test,idm33_1_AAF3,male,3,10:11:47,3.0,5.0,1.0,0.197050672,,0,,2024_05_11_10_11_47_713132,0.9,1.2666666666666666,56.50822769159448,114.05978829360168,4.186426999625904,-22.466307814981214,-10.001330802036072,44.31123997176328,1.0,0.734984630921677,0,0.4,0.0,,0.0,21.26990766044637,114.85843405483256,114.05820714004476,114.85843405483256,40.68421624383497,114.85843405483256,350,6,345,-2,0.0,115.03934290554544,345,114.73965025074602,348,115.03934290554544,114.73965025074602,337.0,167.07638698650462,160.1788755690505,21.500973648354613,72.62490943940979,1,-4.569201037316334,93.03416762617604,0.0036181132318789,0.9742007377996064,2,0.0,0.0,0.4,21.0,0.4,20.0,,,,1,3,idm33_1,idm33_1_3,,,,,1.0,1.0,0.0,0.989190031077208,0.00025,0.0105599689227923,-14.85843405483256,-14.058207140044772,-14.85843405483256,92.7882994795984,93.5885263943862,93.5885263943862,1.6666666666666667,1.5,1.2333333333333334,0.8333333333333334,0.4,1,0.4,dom,1.0,3,15.013832163115078,1.023191787484907,-0.3459106106717637,6.0,1,idm33_1_3.0,15.452462679511356,0.1716928845702604,0.0448571011154084,35,47.266666666666666
53,3705,day4,20240306,20240511,test,idm33_1_AAF3,male,4,10:13:48,4.0,6.0,1.0,0.197050672,,0,,2024_05_11_10_13_48_537082,0.8,1.5,52.15746399087515,102.43606414240423,2.386549306747653,-20.073107167613053,-8.459880081468198,37.38196523172303,1.0,0.7267370059540535,0,0.5,0.0,,0.0,22.23109966247721,116.1487414345712,115.14821123280008,116.1487414345712,45.556941170528006,116.00505584797747,359,0,344,-2,0.0,116.1487414345712,358,116.1487414345712,358,116.1487414345712,116.1487414345712,336.0,144.32351412400692,163.64395735521907,22.45800619353034,66.31542767155528,1,-4.030500692522888,93.7041815396013,-0.3263191505839972,0.4845263361360797,6,0.0,0.0,0.2666666666666666,21.0,0.2666666666666666,20.0,,,,1,4,idm33_1,idm33_1_4,,,,,1.0,1.0,0.0,0.9842451940177156,0.0,0.0157548059822845,-16.148741434571182,-15.148211232800069,-16.148741434571182,92.91711157032287,93.917641772094,93.77395618550028,1.9666666666666663,1.4666666666666666,1.2,0.9333333333333332,0.2666666666666666,1,0.2666666666666666,dom,1.0,3,8.227204818207424,-0.2199664243916602,-1.6880218664960749,6.0,1,idm33_1_4.0,9.079574567152273,-0.0418708472903365,-1.4133840993805549,35,56.016666666666666
54,3710,day4,20240306,20240511,test,idm33_1_AAF3,male,9,10:25:00,5.0,8.0,1.0,0.197050672,,0,,2024_05_11_10_25_00_219543,0.8,1.1666666666666667,57.46164994719211,99.305566912571,1.5914865137709946,-14.407986462946647,-7.406759536429525,13.452254121340363,0.0,0.5968804014661103,0,0.3,0.0,,0.0,22.41001556153639,100.6828090893706,100.6828090893706,100.6828090893706,26.093164580570296,100.6828090893706,343,0,343,-2,0.0,100.6828090893706,342,100.6828090893706,342,100.6828090893706,100.6828090893706,342.0,177.63590510318753,176.35087110268051,22.613793492001,69.66325624942301,1,-5.676101482423774,76.90404582677112,-0.0477653040954603,0.7110242477638252,10,0.0,0.0,0.2666666666666666,21.0,0.2666666666666666,20.0,,,,1,9,idm33_1,idm33_1_9,,,,,1.0,1.0,0.0,0.9645163468666818,0.0015,0.0339836531333186,-0.6828090893705832,-0.6828090893705832,-0.6828090893705832,78.27279352783421,78.27279352783421,78.27279352783421,1.4333333333333331,1.4333333333333331,1.4,1.1333333333333333,0.2666666666666666,1,0.2666666666666666,dom,1.0,3,6.4932550659411055,0.4060301830628428,-0.9931980018813368,6.0,1,idm33_1_5.0,7.195749724419448,-0.0350874638139364,-1.1465911250767522,35,331.4
55,3712,day18,20240306,20240524,test,idm33_1_AAF3,male,11,9:56:09,6.0,9.0,1.0,0.197050672,,1,,2024_05_24_09_56_09_431853,0.9333333333333332,2.066666666666667,38.40560208262064,81.08325101304565,16.60602534843555,-28.7423948739844,-8.436815518368226,159.62508467319927,0.0,0.6737089411228379,0,0.5333333333333333,0.0,,0.0,20.274584054314488,116.0260284990468,116.0260284990468,116.0260284990468,39.22531006506962,115.69350710598164,377,0,377,-2,0.0,116.0260284990468,376,116.0260284990468,376,116.0260284990468,116.0260284990468,351.0,-171.91171543503697,-178.92738147354348,21.47228226800812,47.896639584323616,1,-2.48891517956848,97.17722185546135,-0.1031235491224537,0.1332385064146393,2,0.0,0.0,0.4333333333333333,21.0,0.4333333333333333,20.0,,,,1,11,idm33_1,idm33_1_11,,,,,1.0,1.0,0.0,0.9868262379737596,0.0005555555555555,0.012618206470685,-16.0260284990468,-16.0260284990468,-16.0260284990468,95.75144444473231,95.75144444473231,95.41892305166716,2.566666666666667,2.566666666666667,1.7,1.2666666666666666,0.4333333333333333,1,0.4333333333333333,dom,1.0,3,15.028759476701184,-1.3401910475056145,1.7169603901480626,6.0,2,idm33_1_6.0,17.55761202346295,-0.6206889541964209,-0.2556918439850668,15,
56,3713,day18,20240306,20240524,test,idm33_1_AAF3,male,12,9:58:24,7.0,11.0,1.0,0.197050672,,1,,2024_05_24_09_58_24_294495,0.9,15.566666666666666,32.956900195816594,86.40546121446478,1.5989918875011782,-22.90532845705463,-8.575581129794868,21.86814936742796,0.0,0.8905162337176764,0,0.4,0.0333333333333333,0.0333333333333333,0.0333333333333333,23.110155019583058,119.7481638725409,119.92988598568054,119.7481638725409,30.75103015039581,119.75807412549736,394,0,382,-2,0.0,119.99064516156884,382,119.7481638725409,393,119.99064516156884,119.7481638725409,346.0,-170.9132070879161,-174.94495105455954,23.10350672066686,44.95259718473468,2,-2.630582076087668,94.823448120441,-0.0968402894434853,0.224087667090285,6,0.0,0.0,0.4,21.0,0.4,20.0,,,,1,12,idm33_1,idm33_1_12,,,,,1.0,1.0,0.0,0.994240031077208,0.0005555555555555,0.0052044133672367,-19.748163872540903,-19.929885985680546,-19.748163872540903,96.81973096609748,96.63800885295784,96.6479191059143,3.1333333333333333,2.7333333333333334,1.5333333333333334,1.1333333333333333,0.4,1,0.4,dom,1.0,3,6.67143340151741,0.1939055325616653,-0.2667696241470412,6.0,2,idm33_1_7.0,8.81389746656693,1.0384750394604445,0.9075895418421568,16,41.93333333333333
57,3716,day18,20240306,20240524,test,idm33_1_AAF3,male,15,10:04:53,8.0,14.0,1.0,0.197050672,,1,,2024_05_24_10_04_53_583407,1.0666666666666669,1.7,29.60051577320066,78.88477093630596,4.056422880691034,-21.848013930847603,-7.758690267903232,118.66246044130656,0.0,0.9536854623668533,0,0.5333333333333333,0.0,,0.0,22.183061594672168,120.024399877242,120.024399877242,120.024399877242,38.49873623228199,112.19377890914464,401,0,401,-2,0.0,120.024399877242,400,120.024399877242,400,120.024399877242,120.024399877242,353.0,-175.51786804655572,-178.57644684930963,22.514917510257792,52.07835706789304,1,-2.923756800230826,89.86201954839566,-0.1010889172625561,0.206016867709919,8,0.0,0.0,0.5333333333333333,21.0,0.5333333333333333,20.0,,,,0,15,idm33_1,idm33_1_15,,,,,1.0,1.0,0.0088527733879583,0.6242866277527623,0.0056403013182674,0.3612202975410117,-20.02439987724199,-20.02439987724199,-20.02439987724199,97.84133828256982,97.84133828256982,90.01071731447247,3.3666666666666667,3.3666666666666667,1.7666666666666666,1.2333333333333334,0.5333333333333333,1,0.5333333333333333,dom,1.0,3,9.040340724517469,0.1404837867714251,-0.9969988119172716,6.0,2,idm33_1_8.0,10.609382551835042,0.1404287141039011,-0.9296843573971768,16,190.03333333333333
58,3717,day18,20240306,20240524,test,idm33_1_AAF3,male,16,10:08:36,9.0,17.0,1.0,0.197050672,,1,,2024_05_24_10_08_36_984190,1.5333333333333334,1.6666666666666667,4.628947147462594,71.74724977009463,12.021356955379618,-31.98572165621503,-8.911785597299229,72.83015002378349,1.0,2.586498336586683,2,0.6333333333333333,3.433333333333333,0.3,7.333333333333333,22.07882326161514,114.83632087201592,117.2917189054211,113.09916556145004,41.790045376481686,110.0327184054833,900,0,424,-2,0.0,117.2940592879642,424,113.09916556145004,899,117.2245213030504,113.09916556145004,371.0,-177.6615753258361,179.2975402767982,116.59629502030838,52.09329650414278,1,-2.5432327075206644,88.56662432521347,-0.0912488659857646,0.2665020237348851,4,0.0,0.0,1.0,21.0,1.0,20.0,,,,0,16,idm33_1,idm33_1_16,,,,,1.0,3.0,0.0129135145221959,0.0967770918561211,0.0003493613597632,0.8899600322619196,-14.83632087201592,-17.291718905421103,-13.099165561450029,95.21289564380598,92.7574976104008,87.95389514386817,20.0,4.133333333333334,2.3666666666666667,1.3666666666666667,1.0,1,20.0,dom,3.0,2,7.709544331826005,-0.000787050270657,0.2083987096062434,6.0,2,idm33_1_9.0,12.063236136801082,0.9326624750905532,-0.2583246478883101,16,106.86666666666666
59,3718,day18,20240306,20240524,test,idm33_1_AAF3,male,17,10:10:42,10.0,18.0,1.0,0.071653808,,1,,2024_05_24_10_10_42_388619,0.8666666666666667,2.0,20.65959682411843,95.02455471382416,2.510982213409961,-31.193625756790983,-4.446446455756797,57.577456895024405,5.0,1.422564609428324,0,0.4666666666666667,0.1666666666666666,0.0666666666666666,0.2,10.589937812137352,118.94985548305864,120.06864366607265,118.94985548305864,39.82518090367001,113.08009411760467,469,0,414,-2,0.5333333333333333,120.08039090993869,414,118.94985548305864,468,118.51586892476236,118.51586892476236,347.0,164.79606564973366,-177.91015831322662,119.92279263200432,54.66942729293908,1,-2.0583445864728187,102.5569276088095,-0.1389018287945794,0.3712201956379777,4,0.0,0.0,0.3666666666666666,21.0,0.3666666666666666,20.0,,,,0,17,idm33_1,idm33_1_17,,,,,1.0,1.0,0.0,0.9904268524130838,0.0017168458781362,0.0078563017087802,-18.949855483058624,-20.068643666072628,-18.949855483058624,109.47870585393528,108.35991767092128,102.49015630546732,5.633333333333334,3.8,1.5666666666666669,1.2,0.3666666666666666,1,0.3666666666666666,dom,1.0,3,7.612128133981967,1.236351972038475,0.2293955362759687,6.0,2,idm33_1_10.0,9.344661652609696,0.980920187587151,-0.5672164668170496,16,11.91111111111111
60,3788,day4,20240328,20240607,test,idm33_3_93F3,male,5,10:06:37,1.0,2.0,1.0,0.049261511,,0,,2024_06_07_10_06_37_216828,2.833333333333333,1.6666666666666667,27.479297097081425,93.88089392392044,1.751606338547504,-4.671542107376026,-0.0595509084489002,2.6838152608768007,2.0,1.2465406741267284,0,0.4333333333333333,0.8,0.4666666666666667,0.8,7.648142604676103,115.17370526833082,115.17370526833082,115.17370526833082,36.98960071027437,112.54820866095112,419,0,419,-2,2.2,115.17370526833082,418,115.17370526833082,418,115.17370526833082,115.17370526833082,396.0,-79.54375482253103,-155.638051687497,7.682173670761149,61.47730260770984,1,,104.47425362954498,-0.112622897910525,0.3961002599394082,0,0.0,0.0,1.9666666666666663,21.0,1.9666666666666663,20.0,,,,1,5,idm33_3,idm33_3_5,,,,,1.0,3.0,0.0238530871525047,0.092786602847183,0.0008297535166259,0.8825305564836862,-15.173705268330812,-15.173705268330812,-15.173705268330812,107.52556266365472,107.52556266365472,104.90006605627504,3.966666666666667,3.966666666666667,3.2,1.2333333333333334,1.9666666666666663,1,20.0,dom,3.0,2,,,,3.0,1,idm33_3_1.0,,,,72,
