,Unnamed: 0.1,Unnamed: 0,training day,DoB,exp_date,exp_name,mice_id,gender,total_trial,time_stim_begin,num_stim,num_enter,contrast,distance,comment,num_exp,exp_starttime,timestamp,latency_to_maxSpeed,fled_allover_duration,mean_speed,max_instance_speed2safezone,max_instance_speed2water,max_instance_speed_before,mean_speed_before,speed_var_before,pause_times_before,coefficiency_speed,index_max_frequency,duration_high_speed,longest_immobile_duration,first_immobile_start,total_immobile_duration,x_loc_looming,x_loc_off,x_loc_end,x_loc_exit,x_loc_distance_duration_high_speed,x_loc_fled_end,exit_idx,enter_idx,trial_end_idx,back_to_track_idx,duration_reward,furthest_loc,furthest_idx,nearest_back_loc,nearest_back_idx,furthest_loc_after_esc,nearest_back_loc_after_esc,reach_safe_idx,neck_nose_angle_at_looming,tailbase_nose_angle_at_looming,x_loc_immobile,max_speedS,nPeriodS,speed_fold,escape_distance,escape_max_acc,escape_acc_var,nPeriodW,durationsM,sum_duration_lsM,latency_to_first_escape,back_idx_after_flee,fastest_escape_start,freeze_start,first_freeze_duration,freeze_end,duration_between_escape_and_freeze,binary_occasion,trial_recheck,idm_id,trial_index,manual_label,stim_omit,unsure,comment_y,isDefensive,whichDecision_new,ignore_probability,escape_probability,freeze_probability,freeze_escape_probability,x_loc_off_to_sz,x_loc_end_to_sz,x_loc_exit_to_sz,x_loc_change,distance_under_threat,distance_fled_new,exit_time_after_looming,end_time_after_looming,reach_safe_time_after_looming,escape_to_reach_safe_time,decision_latency,first_decision,decision_latency_new,condition,risk,reward,decision_corrected,decision_score,up_attention_bouts,drinking,change_trial,phase,speed_explore_25-50_mean,speed_explore_25-50_skewness,speed_explore_25-50_kurtosis,speed_explore_25-100_mean,speed_explore_25-100_skewness,speed_explore_25-100_kurtosis
125,125,4518,day3,20240511,20240724,test,idm39_7B53,male,51,13:08:41,6,7,0.25,0.197050672,,2,,2024_07_24_13_08_41_294325,7.0,4.333333333,2.266310399,42.3708638,27.34050853,-44.67652817,-18.59898876,198.2953694,1,1.352910526,1,0.5,0.8,1.266666667,1.5,19.75486371,90.8296015,107.9709725,68.19106152,19.56481383,104.403626,900,137,615,817,0.0,90.8296015,539,68.19106152,899,91.15899253,68.19106152,580,139.0539223,144.7705995,16.41589177,30.01218621,2,-1.034922451,74.03755027,-0.072702616,0.066778435,4,0.8,0.8,5.266666667,21.0,5.266666667,2.8,0.8,3.6,1.666666667,1,51,idm39,idm39_51,3.0,,,,1.0,3.0,0.084670681,0.006556726,0.010264968,0.898507625,9.1703985,-7.970972522,31.80893848,88.21610881,71.07473779,84.64876227,20.0,10.5,9.333333333,4.066666667,2.8,2,2.8,no_low,low,none,3,2,1,,5,2,29.08018,-0.609535523,-0.104583196,28.417004997483446,-0.4348020152096256,-0.9883105346047087
126,126,4519,day3,20240511,20240724,test,idm39_7B53,male,52,13:12:26,7,9,0.25,0.197050672,,2,,2024_07_24_13_12_26_084299,6.5,5.166666667,8.070580351,66.20478729,18.44588788,-48.82577964,-14.94088342,207.724759,1,1.49850531,0,0.433333333,0.266666667,0.766666667,1.2,18.97075509,82.24448255,116.0657267,116.0657267,26.30992325,109.1822571,660,97,660,-2,4.533333333,82.29416031,525,82.2272211,535,88.7913854,88.7913854,606,-173.7758544,-169.0931512,7.782331472,44.75958439,3,-1.277986775,74.62581228,-0.123691225,0.027098544,4,0.0,0.0,5.633333333,21.0,5.633333333,20.0,,,,0,52,idm39,idm39_52,3.0,,,,1.0,3.0,0.055419214,0.012647173,0.000610057,0.931323556,17.75551745,-16.06572671,-16.06572671,97.09497162,63.27372746,90.21150203,12.0,12.0,10.2,4.566666667,5.633333333,1,20.0,no_low,low,none,3,2,0,,5,2,15.96189862,-0.269140287,-1.267188087,24.42853875991619,0.08902321350701656,-1.3774938326108994
127,127,4520,day3,20240511,20240724,test,idm39_7B53,male,53,13:14:34,8,10,0.25,0.197050672,,2,,2024_07_24_13_14_34_527475,5.0,2.3,3.738211252,62.31771072,25.31610326,-34.07467407,-9.557879235,97.48213245,1,1.855865439,1,0.466666667,1.3,1.5,3.266666667,18.35557997,112.5690821,111.0495949,94.66346154,26.55578322,110.5413057,900,0,486,816,3.766666667,112.5690821,539,94.65862262,896,111.0661148,94.65862262,468,168.6901478,174.104395,94.66346154,44.00426146,1,-1.813031003,102.332109,-0.051520535,0.127340323,10,0.0,0.0,3.666666667,21.0,3.666666667,20.0,,,,0,53,idm39,idm39_53,3.0,,,,1.0,3.0,0.023891182,0.01110485,0.002125693,0.962878274,-12.56908208,-11.04959487,5.336538462,92.6940149,94.21350211,92.18572577,20.0,6.2,5.6,1.933333333,3.666666667,1,20.0,no_low,low,none,3,2,2,,5,2,10.59596333,0.320715859,0.041779214,13.290523663927193,0.4923718755747799,-0.7181167974470308
128,128,4521,day3,20240511,20240724,test,idm39_7B53,male,54,13:16:48,9,11,0.25,0.197050672,,2,,2024_07_24_13_16_48_682401,8.8,8.6,5.896286894,57.25508616,19.79173131,-47.7237352,-8.425107728,168.4802912,2,1.526005946,0,0.5,1.133333333,1.933333333,1.4,18.07058627,23.16138942,118.9111421,118.9111421,26.24070161,110.2814792,819,0,819,-2,7.366666667,23.16138942,539,23.16138942,539,85.32672362,85.29682967,759,-165.1189652,-163.4172686,10.34217207,39.55402711,3,-1.436842489,55.53965197,-0.102248384,0.139195701,4,1.133333333,1.133333333,7.2,21.0,8.166666667,1.933333333,1.133333333,3.066666667,5.1,1,54,idm39,idm39_54,3.0,,,,0.0,0.0,0.517519326,0.00533717,0.155501845,0.32164166,76.83861058,-18.91114212,-18.91114212,100.8405559,5.090803151,92.21089298,17.3,17.3,15.3,8.1,1.933333333,2,,no_low,low,none,3,2,2,,5,2,38.77539081,-0.789431549,-0.83308931,14.241632726194203,0.8289175743791758,-0.5631747633568756
129,129,4522,day3,20240511,20240724,test,idm39_7B53,male,55,13:18:47,10,12,0.25,0.192572212,,2,,2024_07_24_13_18_47_152472,10.5,9.266666667,0.636097207,51.16099041,21.53535719,-31.69994127,-16.71575332,102.5248458,1,1.397312079,2,0.633333333,0.266666667,4.366666667,1.166666667,17.62924413,37.97065197,34.79479236,34.79479236,30.12696154,78.02994187,900,120,900,-1,2.0,39.74470338,449,28.78227222,593,39.55538592,28.78227222,900,179.4702145,170.0081455,38.15437038,39.76008101,2,-1.633271476,49.02914728,-0.062871193,0.101351966,8,0.0,0.0,1.766666667,21.0,9.833333333,20.0,,,,1,55,idm39,idm39_55,3.0,,,,0.0,0.0,0.596362626,0.003083991,0.105256943,0.29529644,62.02934803,65.20520764,65.20520764,17.16554823,20.34140784,60.40069774,20.0,20.0,20.0,18.23333333,1.766666667,1,,no_low,low,none,3,2,0,,5,2,20.53956989,-0.298550579,-1.073708708,21.02324846349817,-0.8155649204577875,-0.4593089888112365
130,130,4538,day3,20240511,20240724,test,idm39_7963,male,71,13:53:37,1,1,0.25,0.188093753,,3,,2024_07_24_13_53_37_127007,2.866666667,2.166666667,2.321211127,78.92876135,34.83863908,-61.03734435,-15.01025828,387.5055753,2,1.762133163,2,0.566666667,0.6,0.5,1.766666667,13.94962066,111.1718361,110.8168622,62.06102609,41.59429252,110.579222,900,98,426,719,2.166666667,112.7978736,530,62.03539132,895,110.8237616,62.03539132,409,175.0258193,179.2279864,108.9981414,49.09875098,1,-1.118925091,105.6625704,-0.120839505,0.323953353,4,0.0,0.0,1.9,21.0,1.9,20.0,,,,0,71,idm39,idm39_71,3.0,,,,1.0,3.0,0.029707636,0.008605911,0.001776723,0.95990973,-11.17183614,-10.81686215,37.93897391,96.86724149,97.22221549,96.62960135,20.0,4.2,3.633333333,1.733333333,1.9,1,20.0,no_low,low,none,3,2,0,,8,1,48.51887785,-0.866482249,-0.494028049,37.42640816991027,-0.681276268361474,-0.9642412517859635
131,131,4539,day3,20240511,20240724,test,idm39_7963,male,72,13:55:42,2,1,0.25,0.192572212,,3,,2024_07_24_13_55_42_685795,4.9,1.566666667,4.632425377,100.1025879,25.10915953,-40.98779388,-9.01740248,201.3479978,3,3.329491885,2,0.4,12.93333333,0.533333333,15.86666667,15.96841787,111.7598265,111.7773502,111.787077,35.80216296,111.4324203,900,0,484,-2,4.533333333,111.8568844,508,111.7497772,885,111.8568844,111.7497772,468,-177.0539686,175.3856551,111.787077,63.69824451,1,-2.493175758,102.0865705,-0.156949741,0.410683039,4,1.433333333,2.566666667,4.433333333,21.0,4.433333333,0.533333333,1.433333333,3.866666667,0.566666667,0,72,idm39,idm39_72,3.0,,,,1.0,3.0,0.014334671,0.001066384,0.001949137,0.982649808,-11.7598265,-11.77735023,-11.787077,95.80893236,95.79140863,95.46400245,20.0,6.133333333,5.6,1.166666667,0.533333333,2,0.533333333,no_low,low,none,3,2,0,,8,1,27.5629438,0.768404733,-0.373777872,19.260383539071636,-0.039853408639245295,-1.2901586921422095
132,132,4540,day3,20240511,20240724,test,idm39_7963,male,73,13:58:12,3,2,0.25,0.197050672,,3,,2024_07_24_13_58_12_490717,4.433333333,1.4,5.046378129,91.67261444,27.11942015,-41.84885364,-17.15828044,211.168632,1,2.858993116,2,0.5,2.9,0.466666667,9.266666667,16.87220169,116.3701781,115.5391713,117.3077851,41.97949862,109.3969131,900,121,480,-2,3.833333333,116.3701781,539,113.4889198,865,115.8162988,113.4889198,451,179.0002585,-176.9915402,12.66057718,67.49253171,1,-2.242884829,97.62492055,-0.150484197,0.455382223,2,2.9,2.9,3.833333333,21.0,3.833333333,0.466666667,2.9,3.366666667,0.466666667,0,73,idm39,idm39_73,3.0,,,,1.0,3.0,0.024727315,0.00673305,0.00078247,0.967757164,-16.37017806,-15.53917129,-17.30778513,98.6669696,99.49797637,92.52471139,20.0,6.0,5.033333333,1.2,0.466666667,2,0.466666667,no_low,low,none,3,2,0,,8,1,32.19815894,-0.208926641,-1.49179745,33.402774718533564,0.18172048308098374,-0.9530946098666919
133,133,4541,day3,20240511,20240724,test,idm39_7963,male,74,14:00:26,4,3,0.25,0.197050672,,3,,2024_07_24_14_00_26_150468,6.366666667,1.5,4.852600777,89.70411722,14.90881603,-26.24597354,-9.131381586,69.54818883,1,3.094366548,1,0.433333333,1.5,0.5,7.833333333,19.3425395,114.5086595,114.1511846,117.1373378,35.4126731,110.9489681,900,0,528,-2,0.0,114.5086595,539,114.5086595,539,115.0304483,115.01946,509,-160.6120843,-148.8761149,115.5747329,61.15779803,1,-3.230452929,94.26680804,-0.125080711,0.314485422,12,1.2,1.8,5.766666667,21.0,5.766666667,0.5,1.2,2.833333333,2.933333333,0,74,idm39,idm39_74,3.0,,,,1.0,3.0,0.012252399,0.00623305,0.00078247,0.98073208,-14.50865954,-14.15118457,-17.13733784,94.80864507,95.16612005,91.60642864,20.0,7.6,6.966666667,1.2,0.5,2,0.5,no_low,low,none,3,2,4,,8,1,8.806373196,0.511292154,-1.017846698,10.862109065666775,0.20899502730633404,-1.4271314531949602
134,134,4542,day3,20240511,20240724,test,idm39_7963,male,75,14:03:21,5,4,0.25,0.192572212,,3,,2024_07_24_14_03_21_283155,3.2,1.633333333,3.32373878,83.32142125,15.94811892,-25.60916421,-4.689601239,60.68429435,3,2.397141887,2,0.566666667,1.766666667,0.433333333,6.7,17.98611701,114.3407089,114.4346882,85.68588189,43.35593275,108.9158673,900,0,447,816,0.0,114.4419567,447,85.6794053,896,114.4419567,85.6794053,415,170.0461032,-177.8096425,114.4521886,56.2654973,1,-2.872212046,93.31050875,-0.073623894,0.208442652,6,1.566666667,1.566666667,2.533333333,21.0,2.533333333,0.433333333,1.566666667,2.0,0.533333333,0,75,idm39,idm39_75,3.0,,,,1.0,3.0,0.009258543,0.007566384,0.001949137,0.981225936,-14.34070893,-14.43468817,14.31411811,96.44857116,96.35459192,90.92975032,20.0,4.9,3.833333333,1.3,0.433333333,2,0.433333333,no_low,low,none,3,2,3,,8,1,5.828512478,1.230700727,0.197648624,7.906108366795875,0.7860333129156203,-0.9320850561885976
135,135,4543,day3,20240511,20240724,test,idm39_7963,male,76,14:05:23,6,5,0.25,0.197050672,,3,,2024_07_24_14_05_23_073522,4.466666667,1.5,2.922578873,93.13232171,31.44968021,-28.88706371,-9.102234667,74.70231564,3,2.343654277,1,0.366666667,2.5,1.2,5.3,17.92585297,117.4329112,117.3950582,79.96016687,30.59328018,110.7171861,900,0,500,823,3.866666667,117.4329112,539,79.96016687,899,117.4009165,79.96016687,457,-160.2129379,-152.2695867,13.09041986,63.56578332,1,-2.985338741,98.38069715,-0.165862482,0.386729784,12,2.5,2.5,4.033333333,21.0,4.033333333,1.2,2.5,3.7,0.333333333,0,76,idm39,idm39_76,3.0,,,,1.0,3.0,0.015913618,0.003066384,0.001949137,0.979070861,-17.43291119,-17.3950582,20.03983313,99.46920523,99.50705822,92.7913331,20.0,6.666666667,5.233333333,1.2,1.2,2,1.2,no_low,low,none,3,2,4,,8,1,11.22511588,0.188462953,-1.32011501,9.519275408639729,0.5977891810827227,-0.8406963081521974
136,136,4544,day3,20240511,20240724,test,idm39_7963,male,77,14:07:46,7,6,0.25,0.197050672,,3,,2024_07_24_14_07_46_943457,6.2,1.566666667,4.25569657,82.25822195,16.15369181,-26.8391825,-6.356668702,51.66972332,1,2.617718331,1,0.533333333,1.866666667,0.633333333,7.166666667,18.069894,115.8040464,115.8090561,103.3351218,39.96896937,109.9737714,900,0,537,-2,0.0,115.8886261,537,103.3351218,899,115.8886261,103.3351218,506,150.1157939,164.6950353,15.86781323,59.08802701,1,-3.042995359,94.86528829,-0.137414559,0.195254152,4,1.866666667,2.766666667,5.566666667,21.0,5.566666667,0.633333333,0.9,4.533333333,1.033333333,0,77,idm39,idm39_77,3.0,,,,1.0,3.0,0.011337777,0.002066384,0.001949137,0.984646703,-15.80404639,-15.80905613,-3.335121755,97.73916213,97.73415239,91.9038774,20.0,7.9,6.866666667,1.3,0.633333333,2,0.633333333,no_low,low,none,3,2,4,,8,1,8.761216406,0.59230344,-1.063422226,6.68966032645134,1.0365584097681417,0.15115593989083242
137,137,4545,day3,20240511,20240724,test,idm39_7963,male,78,14:09:58,8,7,0.25,0.197050672,,3,,2024_07_24_14_09_58_413915,8.2,2.166666667,4.408382151,61.74714071,14.0392034,-59.3635896,-14.39372746,284.5664488,1,2.124732396,1,1.1,1.233333333,0.9,4.266666667,19.45474089,31.99890639,110.8433589,111.1748237,63.48990751,109.9622625,900,85,597,-2,3.4,31.99890639,539,31.99890639,539,111.3607958,111.0991017,576,-174.9234882,169.9416719,113.65883,47.70075685,1,-1.34547422,105.1015238,-0.088636443,0.097303351,4,0.4,0.766666667,7.4,21.0,7.4,1.966666667,0.4,7.033333333,0.366666667,1,78,idm39,idm39_78,3.0,,,,1.0,3.0,0.128514694,0.002215199,0.081670896,0.787599211,68.00109361,-10.84335886,-11.17482368,91.38861796,12.54416549,90.50752157,20.0,9.9,9.2,1.8,1.966666667,2,1.966666667,no_low,low,none,3,2,0,,8,2,33.60563401,-0.426282196,-0.400697156,34.889637460264346,0.06406580854683853,-1.2301448334273473
138,138,4546,day3,20240511,20240724,test,idm39_7963,male,79,14:12:16,9,8,0.25,0.197050672,,3,,2024_07_24_14_12_16_396072,10.36666667,1.866666667,4.844259416,69.583426,11.84654426,-49.88585631,-13.7416401,210.7602761,1,2.601839949,1,0.433333333,5.733333333,0.8,6.566666667,19.43002473,18.57997338,116.8305651,113.4635805,27.21584703,109.9312611,900,79,733,-2,0.0,19.43002473,300,18.17914255,573,114.4789838,113.1842167,640,-166.5935553,-175.1050055,18.5372023,48.03692233,1,-1.628664925,91.00196543,-0.086548494,0.205739415,6,5.733333333,5.733333333,9.866666667,21.0,9.866666667,1.4,5.733333333,7.133333333,2.733333333,1,79,idm39,idm39_79,3.0,,,,1.0,3.0,0.215890826,0.000405797,0.237495422,0.546207955,81.42002662,-16.83056511,-13.46358052,97.40054038,-0.850051354,90.50123641,20.0,14.43333333,11.33333333,1.466666667,1.4,2,1.4,no_low,low,none,3,2,2,,8,2,12.73308323,0.228739864,-0.752026772,23.802456277791975,0.3878990510123201,-1.2658711870237636
139,139,4547,day3,20240511,20240724,test,idm39_7963,male,80,14:15:19,10,9,0.25,0.197050672,,3,,2024_07_24_14_15_19_711688,11.83333333,2.0,2.869374981,70.47073646,15.71048184,-27.06028925,-3.110755741,117.4334412,2,2.521167467,1,0.4,3.733333333,0.533333333,7.266666667,18.67267655,10.36012005,75.38862503,75.38862503,25.54030417,78.85492089,900,0,900,-1,10.46666667,18.67267655,300,5.138209619,620,79.91064,75.34098804,900,-157.6355225,-161.1444877,10.37260862,36.72191721,1,-1.702854175,73.14973899,-0.084361529,0.372546746,2,3.8,5.133333333,10.86666667,21.0,10.86666667,2.0,3.8,7.833333333,3.033333333,1,80,idm39,idm39_80,0.0,,,,0.0,0.0,0.435385019,0.002905797,0.309146005,0.252563179,89.63987995,24.61137497,24.61137497,56.71594848,-8.312556502,60.18224434,20.0,20.0,20.0,9.133333333,2.0,2,,no_low,low,none,0,0,1,,8,2,23.83824845,0.138921277,-0.89064349,7.604021809728878,0.9638623563484378,-0.7950457390203987
140,140,5168,day3,20240705,20240911,test,idm44_F293,male,1,10:02:00,1,1,0.25,0.188093753,,0,,2024_09_11_10_02_00_681019,4.633333333,2.9,11.04028772,51.89804281,21.0057421,-42.28864719,-14.65313916,174.0538266,1,1.174597514,0,0.566666667,0.033333333,1.0,0.033333333,17.79100575,110.5693541,111.2969903,118.6093504,27.06694083,108.9759758,581,104,501,-2,3.4,111.3016102,501,110.0992506,524,109.8189176,109.8189176,472,170.3571262,176.387142,11.01382673,33.57327174,1,-1.371581616,97.25405617,-0.031246233,0.046538081,2,0.0,0.0,3.366666667,21.0,3.366666667,20.0,,,,0,1,idm44,idm44_1,3.0,,,,1.0,3.0,0.102839766,0.043712167,0.002823461,0.850624606,-10.56935407,-11.29699027,-18.60935039,93.50598452,92.77834832,91.18497004,9.366666667,6.7,5.733333333,2.366666667,3.366666667,1,20.0,no_low,low,none,3,2,1,,4,1,19.27780585,0.509269341,-0.181313178,26.41013256597986,0.058981257999403076,-1.517369711232355
141,141,5169,day3,20240705,20240911,test,idm44_F293,male,2,10:04:34,2,3,0.25,0.188093753,,0,,2024_09_11_10_04_34_947991,19.43333333,16.5,1.787379147,59.23452469,49.78408284,-40.60391926,-19.22871336,223.1975845,1,1.100088582,1,0.366666667,0.066666667,2.9,0.166666667,16.42437258,101.9302056,110.5760087,56.25604631,18.21551068,56.05060955,900,140,570,740,5.5,101.9302056,539,7.803756188,859,88.03932413,7.803756188,538,-170.8665373,-174.6498083,110.5195831,40.03481942,3,-1.301466901,47.80054904,-0.075146069,0.145192527,6,0.0,0.0,3.466666667,11.73333333,18.8,20.0,,,,1,2,idm44,idm44_2,3.0,,,,1.0,3.0,0.432728102,0.010123524,0.051670403,0.505477971,-1.93020557,-10.57600868,43.74395369,94.1516361,85.50583299,39.62623696,20.0,9.0,7.933333333,4.466666667,3.466666667,1,20.0,no_low,low,none,3,2,0,,4,1,35.11023618,1.03447252,-0.468442812,36.2168721335881,-0.1456901938370575,-0.7917959973902873
142,142,5170,day3,20240705,20240911,test,idm44_F293,male,3,10:08:30,3,5,0.25,0.192572212,,0,,2024_09_11_10_08_30_700577,17.23333333,13.93333333,4.813334579,55.22164618,36.5328941,-44.63404732,-20.69730671,262.0381055,1,1.072908115,2,0.366666667,0.5,2.033333333,0.9,16.84214981,83.92766508,113.1438945,113.1438945,18.39855989,109.4928597,900,151,900,-2,9.533333333,84.12318805,538,8.15100211,766,84.23897676,8.15100211,866,-177.3635661,179.2310937,7.778911317,38.12444202,3,-1.156879078,81.89128683,-0.095640644,0.554678143,6,0.0,0.0,5.333333333,5.6,15.63333333,20.0,,,,1,3,idm44,idm44_3,3.0,,,,0.0,0.0,0.455175254,0.003331908,0.120044275,0.421448562,16.07233492,-13.14389446,-13.14389446,96.30174464,67.08551527,92.65070989,20.0,20.0,18.86666667,13.53333333,5.333333333,1,,no_low,low,none,3,2,0,,4,1,35.49213333,-0.786411562,0.472042658,39.2483715891888,-0.28250842598759135,-0.8617758070556221
143,143,5171,day3,20240705,20240911,test,idm44_F293,male,4,10:11:04,4,8,0.25,0.192572212,,0,,2024_09_11_10_11_04_262204,11.66666667,2.833333333,5.703918501,61.5327194,14.72368645,-43.05172541,-9.589767537,182.3100434,0,1.506447588,1,0.433333333,0.133333333,2.566666667,0.633333333,19.51601048,5.835814175,110.2660369,118.6850383,24.35770811,98.95111553,815,0,723,-2,9.833333333,19.51601048,300,4.867961246,565,99.57384703,99.24884988,696,157.8838702,166.5116064,5.583943172,32.27030683,2,-1.29009661,92.38154533,-0.062994981,0.649077835,2,0.0,0.0,10.13333333,21.0,10.13333333,20.0,,,,1,4,idm44,idm44_4,3.0,,,,0.0,0.0,0.683660697,0.000905797,0.080363499,0.235070007,94.16418583,-10.26603687,-18.6850383,90.75002639,-13.6801963,79.43510506,17.16666667,14.1,13.2,3.066666667,10.13333333,1,,no_low,low,none,3,2,1,,4,2,30.94924562,-0.13781872,-1.56624685,29.406848935696146,0.375376637816637,-0.9380009936232065
144,144,5172,day3,20240705,20240911,test,idm44_F293,male,5,10:13:49,5,10,0.25,0.197050672,,0,,2024_09_11_10_13_49_396555,7.433333333,3.233333333,8.689794473,54.11882259,17.58114229,-42.47638116,-10.503805,191.6824058,1,1.309081583,0,0.4,1.766666667,2.9,2.3,19.49773943,60.07715556,118.5974207,118.5974207,19.62896907,110.1239133,645,7,645,-2,6.666666667,60.07715556,539,60.07715556,539,106.3905965,106.3905965,585,177.9214517,178.3385855,7.331230589,36.09207275,2,-1.398992119,80.31146855,-0.079966065,0.105538093,8,0.433333333,0.833333333,6.7,21.0,6.7,3.6,0.4,5.366666667,1.333333333,1,5,idm44,idm44_5,3.0,,,,1.0,3.0,0.239160512,0.007762818,0.029278322,0.723798348,39.92284444,-18.59742074,-18.59742074,99.09968131,40.57941613,90.62617391,11.5,11.5,9.5,2.8,3.6,2,3.6,no_low,low,none,3,2,2,,4,2,30.02584604,-0.366624658,-1.453584027,15.681939786384115,0.7066755950965324,-0.9936754671209354
145,145,5173,day3,20240705,20240911,test,idm44_F293,male,6,10:15:40,6,13,0.25,0.192572212,,0,,2024_09_11_10_15_40_730945,6.433333333,1.933333333,0.044848745,64.17796713,52.66372751,-43.63780904,-12.30651123,171.0806086,1,1.25610092,2,0.333333333,0.166666667,1.533333333,0.633333333,18.42215557,102.6506095,103.1613316,19.38811905,19.41771166,99.31734137,900,63,531,643,8.733333333,103.1710759,531,4.848483867,820,103.1710759,4.848483867,512,160.6809137,160.939462,15.73146377,47.817791,3,-1.822314922,93.31679529,-0.06889445,0.126909534,4,0.0,0.0,5.1,7.933333333,5.1,20.0,,,,0,6,idm44,idm44_6,3.0,,,,1.0,3.0,0.065384436,0.006835662,0.001299191,0.926480712,-2.65060951,-3.161331622,80.61188095,84.73917605,84.22845394,80.8951858,20.0,7.7,7.066666667,1.966666667,5.1,1,20.0,no_low,low,none,3,2,1,,4,2,25.09160291,1.575946189,1.627073649,19.61383241724529,-0.05305706046888473,-1.303168708767566
146,146,5174,day3,20240705,20240911,test,idm44_F293,male,7,10:18:37,7,15,0.25,0.197050672,,0,,2024_09_11_10_18_37_290191,1.966666667,2.0,15.88008848,80.48097432,34.61754042,-52.27600501,-9.973264578,294.0650253,2,1.28152044,0,0.366666667,0.5,0.5,0.666666667,14.9052872,119.136543,110.2490364,119.136543,26.31357431,107.5257844,494,0,436,-2,1.7,119.136543,493,119.136543,493,110.2276025,110.2276025,394,176.4969909,166.1528597,8.643141041,48.74849673,1,-1.241715288,99.08064072,-0.09129079,0.260620073,4,0.0,0.0,1.5,21.0,1.5,20.0,,,,0,7,idm44,idm44_7,3.0,,,,1.0,3.0,0.033736564,0.02687972,0.00549642,0.933887295,-19.13654304,-10.24903639,-19.13654304,95.34374919,104.2312558,92.62049716,6.466666667,4.533333333,3.133333333,1.633333333,1.5,1,20.0,no_low,low,none,3,2,0,,4,2,46.77390071,-0.408644355,-0.933437945,43.519302840872655,-3.2075164909283216,11.661586489139413
147,147,5175,day3,20240705,20240911,test,idm44_F293,male,8,10:22:09,8,19,0.25,0.197050672,,0,,2024_09_11_10_22_09_337468,8.666666667,9.9,4.936489475,54.41970477,35.36750179,-65.20953057,-8.946982444,493.6075017,1,1.48568329,0,0.233333333,0.333333333,3.466666667,1.433333333,14.93347136,24.80994591,114.5856111,112.5702698,11.39497679,108.1807942,900,0,829,-2,6.166666667,25.0663491,505,22.66291951,531,54.10578866,54.10578866,756,-178.7969683,177.3092208,6.509783515,31.74864006,3,-0.692667311,67.22254292,-0.070387487,0.276633769,6,0.0,0.0,5.766666667,21.0,7.9,20.0,,,,1,8,idm44,idm44_8,3.0,,,,0.0,0.0,0.568109742,0.003769023,0.132072231,0.296049004,75.19005409,-14.58561112,-12.57026976,99.65213976,9.876474558,93.24732287,20.0,17.63333333,15.2,9.433333333,5.766666667,1,,no_low,low,none,3,2,1,,4,2,55.26756776,-0.502029495,-0.909256619,28.41829664532217,0.37041872767507844,-1.5358049994954064
148,148,5176,day3,20240705,20240911,test,idm44_F293,male,9,10:24:39,9,22,0.25,0.188093753,,0,,2024_09_11_10_24_39_342467,16.56666667,3.8,5.382217794,56.57884846,33.35657997,-46.80486303,-12.64630446,169.8177426,2,1.892801759,0,0.333333333,4.8,1.233333333,8.766666667,14.75099979,9.208761443,117.2569495,117.2569495,17.04923999,111.4264509,879,62,879,-2,15.0,14.75099979,300,8.577800801,729,92.18613748,92.18613748,836,-171.8353371,-174.1739337,9.194440361,31.99263069,2,-0.967057421,80.54535556,-0.056605623,0.185344563,8,4.8,8.3,14.56666667,21.0,14.56666667,1.233333333,3.5,9.933333333,4.633333333,1,9,idm44,idm44_9,2.0,,,,0.0,0.0,0.498223218,0.0,0.412141908,0.089634874,90.79123856,-17.25694948,-17.25694948,102.5059497,-5.542238352,96.67545106,19.3,19.3,17.86666667,3.3,1.233333333,2,,no_low,low,none,2,1,1,,4,2,32.74298227,0.189648179,-1.511358534,17.80361193324474,0.5362847151660417,-0.8767127115498954
149,149,5177,day3,20240705,20240911,test,idm44_F293,male,10,10:27:26,10,23,0.25,0.183615294,,0,,2024_09_11_10_27_26_302928,7.2,9.266666667,6.675354191,53.4010301,29.45863991,-37.27789694,-14.08360385,131.1528801,1,1.32099181,0,0.4,0.766666667,1.066666667,1.6,14.3558416,91.30501194,117.6937777,117.6937777,19.4853629,109.1854776,770,70,770,-2,4.9,91.30501194,539,88.94793976,676,83.85907711,83.85907711,695,154.8088178,162.8018507,91.36271655,33.54562384,3,-1.346983044,59.27692735,-0.058845872,0.155305679,6,0.0,0.0,4.466666667,21.0,6.033333333,20.0,,,,1,10,idm44,idm44_10,3.0,,,,1.0,3.0,0.349113915,0.003678488,0.037075659,0.610131938,8.694988058,-17.69377772,-17.69377772,103.3379361,76.94917034,94.82963598,15.66666667,15.66666667,13.16666667,8.7,4.466666667,1,20.0,no_low,low,none,3,2,2,,4,2,27.86043318,-0.137126486,-1.738211021,23.105992933128743,0.17434973875500176,-1.339693049695719
