,mice_id,num_stim,condition,decision_score,duration_reward,max_instance_speed2safezone,distance_under_threat,latency_to_first_escape,latent1D,change_trial
560,idm55_E031,1,no_high,2,0.266666667,55.07548429,100.1935793,0.866666667,-16.093241427292458,4
561,idm55_E031,2,no_high,2,1.133333333,77.47350845,99.54353534,1.266666667,-7.649486178084453,4
562,idm55_E031,3,no_high,3,0.0,79.88822253,98.75276741,0.566666667,-6.363605309121626,4
563,idm55_E031,4,no_high,2,4.733333333,84.13303568,85.17005058,1.866666667,8.43964683540965,4
564,idm55_E031,5,no_high,2,2.933333333,86.30717113,91.67757118,3.066666667,3.1032009237178557,4
565,idm55_E031,6,no_high,2,0.0,88.33898676,92.31871781,3.2,2.7940568478811922,4
566,idm55_E031,7,no_high,2,4.366666667,96.82707745,107.5654956,1.266666667,-7.913810411871117,4
567,idm55_E031,8,no_high,2,1.633333333,78.34651419,96.4892277,4.833333333,-3.9947165873085773,4
568,idm55_E031,9,no_high,2,3.833333333,85.3191078,93.46558702,5.8,1.622449425808801,4
569,idm55_E031,10,no_high,2,6.8,81.22869404,65.93973402,6.7,26.055505880860704,4
552,idm55_EDF1,1,no_high,3,0.0,73.5285822,95.42201423,0.433333333,18.903704773484986,3
553,idm55_EDF1,2,no_high,3,0.0,88.21435096,91.80951851,0.3,3.8797133404904174,3
554,idm55_EDF1,3,no_high,3,0.466666667,91.02110633,110.6143087,0.266666667,3.4606118805596626,3
555,idm55_EDF1,4,no_high,3,0.0,95.89846302,96.76464099,0.233333333,-3.1206371224221647,3
556,idm55_EDF1,5,no_high,3,0.0,87.29901241,90.65281131,0.266666667,4.6420529172147456,3
557,idm55_EDF1,6,no_high,3,0.0,100.5037028,92.1650232,0.3,-8.266987222615446,3
558,idm55_EDF1,7,no_high,3,0.0,99.13679805,92.54791891,0.233333333,-6.86335850097061,3
559,idm55_EDF1,8,no_high,3,0.0,105.0375394,93.20817942,0.1,-12.63510006574159,3
177,idm56_E1A1,1,no_low,2,1.7,54.40927005,90.56019329,2.2,55.705572664046514,4
178,idm56_E1A1,2,no_low,2,3.133333333,55.40650718,93.57646297,3.266666667,58.44387398844827,4
179,idm56_E1A1,3,no_low,2,4.066666667,53.88874189,78.66808451,5.233333333,43.39556778630217,4
180,idm56_E1A1,4,no_low,2,10.6,42.41557196,-7.452587421,10.5,-42.99791541235166,4
181,idm56_E1A1,5,no_low,2,2.966666667,29.80202539,61.93236868,3.133333333,27.224228684848885,4
182,idm56_E1A1,6,no_low,2,7.566666667,41.81121108,-12.32964813,10.53333333,-47.54459602679365,4
183,idm56_E1A1,7,no_low,2,3.5,28.36177931,77.82844361,3.266666667,42.90455004913954,4
184,idm56_E1A1,8,no_low,1,14.2,43.54745309,-10.75982536,16.63333333,-47.25710009777942,4
185,idm56_E1A1,9,no_low,0,18.16666667,52.99256553,-7.618722445,18.2,-44.718033338205586,4
186,idm56_E1A1,10,no_low,2,8.533333333,54.60652989,-9.878624306,9.633333333,-45.15614829765502,4
570,idm56_E5C1,1,no_high,2,1.633333333,91.95667279,97.10156574,1.8,-7.538293252779837,5
571,idm56_E5C1,2,no_high,2,0.0,99.57328958,96.65039823,1.233333333,-0.6757079857641053,5
572,idm56_E5C1,3,no_high,3,0.0,107.0315917,95.32616491,0.533333333,5.6748654303598425,5
573,idm56_E5C1,4,no_high,2,0.0,100.5462474,89.89444852,0.966666667,-2.402133520212023,5
574,idm56_E5C1,5,no_high,2,0.0,125.1651869,98.06846072,1.166666667,23.45638270164228,5
575,idm56_E5C1,6,no_high,3,0.0,102.4716527,84.57493935,0.533333333,-2.7010277267998624,5
576,idm56_E5C1,7,no_high,3,0.0,93.81234621,83.50348321,0.766666667,-11.096130757434489,5
577,idm56_E5C1,8,no_high,2,0.0,96.14453854,76.10148787,1.1,-11.813201627936591,5
578,idm56_E5C1,9,no_high,2,0.0,99.45965952,89.78442496,1.233333333,-3.4461248955826234,5
579,idm56_E5C1,10,no_high,2,0.0,114.9568083,89.03165474,1.266666667,10.541371634507467,5
580,idm56_EC91,1,no_high,3,0.0,75.5694306,92.05855166,0.366666667,15.832553284288473,4
581,idm56_EC91,2,no_high,3,0.0,79.08451456,97.0230047,0.4,10.673277487959336,4
582,idm56_EC91,3,no_high,3,0.0,88.50126013,96.47161574,0.333333333,2.2095826239996583,4
583,idm56_EC91,4,no_high,2,0.0,105.992257,96.47759745,1.066666667,-13.944762721321954,4
584,idm56_EC91,5,no_high,2,0.0,93.37583248,95.77090408,2.133333333,-2.0700138948337004,4
585,idm56_EC91,6,no_high,2,1.366666667,102.4821128,98.59424017,1.433333333,-11.507944661490926,4
586,idm56_EC91,7,no_high,3,0.0,102.7547459,95.1968149,0.533333333,-10.438418561582338,4
587,idm56_EC91,8,no_high,2,0.0,92.84513285,78.06333328,0.633333333,5.299950476921739,4
588,idm56_EC91,9,no_high,2,1.566666667,102.3564158,100.2941487,1.766666667,-12.052988630403236,4
589,idm56_EC91,10,no_high,2,3.8,80.4447004,80.12481228,1.166666667,15.998764596463012,4
192,idm56_EEA1,1,no_low,2,3.066666667,63.9718781,88.88651476,3.866666667,-54.5151210983797,7
193,idm56_EEA1,2,no_low,0,19.73333333,9.338178732,-12.5760371,20.0,62.331945705690146,7
194,idm56_EEA1,3,no_low,0,13.53333333,39.75568566,1.405211917,7.4,36.02498544407195,7
195,idm56_EEA1,4,no_low,1,12.66666667,10.24452705,-7.673043896,20.0,56.77810142930435,7
196,idm56_EEA1,5,no_low,0,16.83333333,52.63379576,-10.36857811,16.8,43.2549747221575,7
197,idm56_EEA1,6,no_low,2,7.933333333,37.11695348,-12.41276781,8.1,49.121735125302166,7
198,idm56_EEA1,7,no_low,2,6.433333333,63.20730092,75.09780309,6.366666667,-41.018905516093675,7
199,idm56_EEA1,8,no_low,2,4.966666667,70.45641559,73.25739335,5.033333333,-42.38206381609083,7
200,idm56_EEA1,9,no_low,2,4.333333333,67.09790376,87.72186425,4.433333333,-54.446110038011355,7
201,idm56_EEA1,10,no_low,2,2.1,63.67474311,89.35374868,1.833333333,-55.14954195795059,7
187,idm56_EF31,1,no_low,2,3.833333333,41.13506512,68.84245126,2.733333333,1.7883200554278778,4
188,idm56_EF31,2,no_low,2,2.633333333,30.65871224,71.40338775,2.633333333,-4.693916688932318,4
189,idm56_EF31,3,no_low,2,1.566666667,38.5734102,75.257196,1.333333333,-5.492003453610776,4
190,idm56_EF31,4,no_low,2,5.6,46.32478408,52.85275957,5.4,18.827554831223065,4
191,idm56_EF31,5,no_low,2,1.833333333,37.64432955,80.39998005,1.533333333,-10.429954744107867,4
