,mice_id,num_stim,condition,decision_score,duration_reward,max_instance_speed2safezone,distance_under_threat,latency_to_first_escape,latent1D,change_trial
142,idm44_F293,3,no_low,2,9.533333333,55.22164618,67.08551527,5.333333333,-12.459232328854332,4
143,idm44_F293,4,no_low,2,9.833333333,61.5327194,-13.6801963,10.13333333,67.74551066772494,4
144,idm44_F293,5,no_low,2,6.666666667,54.11882259,40.57941613,6.7,13.863145756823238,4
145,idm44_F293,6,no_low,2,8.733333333,64.17796713,84.22845394,5.1,-30.116483508758485,4
146,idm44_F293,7,no_low,2,1.7,80.48097432,104.2312558,1.5,-51.71350141745577,4
147,idm44_F293,8,no_low,2,6.166666667,54.41970477,9.876474558,5.766666667,44.240037774831784,4
148,idm44_F293,9,no_low,1,15.0,56.57884846,-5.542238352,14.56666667,60.6285562395782,4
149,idm44_F293,10,no_low,2,4.9,53.4010301,76.94917034,4.466666667,-22.49369151862004,4
150,idm44_F3F3,1,no_low,2,0.0,71.36184589,98.85962961,1.133333333,-41.247740135322914,3
151,idm44_F3F3,2,no_low,2,4.633333333,77.3416945,96.24506282,5.066666667,-39.057873612306594,3
152,idm44_F3F3,3,no_low,2,9.066666667,85.75247137,-10.37239815,9.3,65.20652206514893,3
153,idm44_F3F3,4,no_low,2,8.733333333,79.88368601,-10.5210814,9.0,66.19861735072884,3
154,idm44_F3F3,5,no_low,0,10.5,68.96166921,-13.69583106,10.46666667,71.17538003273245,3
155,idm44_F3F3,6,no_low,2,4.733333333,90.50143881,75.48830375,4.9,-20.599541591679362,3
156,idm44_F3F3,7,no_low,2,5.566666667,77.56602878,11.52550946,5.566666667,44.4369481348261,3
157,idm44_F3F3,8,no_low,2,1.8,95.65080308,101.4390785,1.766666667,-47.2989129303318,3
158,idm44_F3F3,9,no_low,2,1.733333333,115.051647,102.6710765,1.666666667,-51.443742345856265,3
159,idm44_F3F3,10,no_low,2,2.266666667,104.4321667,100.2232826,2.2,-47.36965696793933,3
168,idm44_F9F3,1,no_low,2,2.3,69.81264912,-6.868252458,8.133333333,-28.83265865652816,4
169,idm44_F9F3,2,no_low,2,10.26666667,62.28045794,-10.73684636,10.43333333,-19.541913978800213,4
170,idm44_F9F3,3,no_low,2,9.4,58.18284225,-3.317284622,8.933333333,-16.147862620897342,4
171,idm44_F9F3,4,no_low,0,19.63333333,6.001179687,-11.99814709,20.0,38.31640259062361,4
172,idm44_F9F3,5,no_low,2,6.766666667,42.48748182,25.16771943,6.933333333,-2.3736095312191,4
173,idm44_F9F3,6,no_low,0,15.6,34.06526516,-12.74072347,15.16666667,9.646190519054826,4
174,idm44_F9F3,7,no_low,0,15.76666667,24.41271955,-12.15759812,18.83333333,19.604111949257284,4
175,idm44_F9F3,9,no_low,0,5.133333333,26.74317514,22.29183017,4.733333333,12.249292337343705,4
176,idm44_F9F3,10,no_low,2,8.1,54.42880323,-6.203160334,7.833333333,-12.919952608834617,4
50,idm45_0C53,1,sucrose_low,2,1.0,61.10423125,95.74744591,1.1,82.89481887341925,4
51,idm45_0C53,2,sucrose_low,0,8.533333333,46.86378308,-10.53345366,13.36666667,-23.1523555824337,4
52,idm45_0C53,3,sucrose_low,2,8.0,55.45688136,80.55313701,5.566666667,65.68879521912359,4
53,idm45_0C53,4,sucrose_low,0,19.76666667,13.28717474,-9.854294107,20.0,-35.2505153713353,4
54,idm45_0C53,5,sucrose_low,0,12.5,51.36125096,-9.639097097,12.43333333,-21.090938649819016,4
55,idm45_0C53,6,sucrose_low,2,7.6,58.79498646,5.521045877,7.666666667,-3.451379607560339,4
56,idm45_0C53,7,sucrose_low,0,20.0,2.472150495,-5.171147759,20.0,-34.40263673152922,4
57,idm45_0C53,8,sucrose_low,0,8.2,51.56035397,25.94029904,4.133333333,13.63082229434016,4
58,idm45_0C53,9,sucrose_low,0,12.06666667,47.62057939,-7.705441907,11.9,-20.389201851191874,4
59,idm45_0C53,10,sucrose_low,1,0.0,16.3925815,-2.008044822,14.8,-24.477408593013564,4
252,idm46_C163,1,water_low,2,2.633333333,61.18792191,95.51991689,1.466666667,-30.914032997098403,4
253,idm46_C163,2,water_low,2,0.0,74.76335849,99.19418872,2.6,-33.794781969583774,4
254,idm46_C163,3,water_low,2,3.7,66.43564742,101.2360771,3.633333333,-35.98825876560046,4
255,idm46_C163,4,water_low,1,11.2,78.55402369,-3.558362399,13.06666667,70.05501459121133,4
256,idm46_C163,5,water_low,2,0.9,60.60520596,88.38044075,0.6,-24.073672887205266,4
257,idm46_C163,6,water_low,2,10.23333333,67.8171328,-8.718791365,10.83333333,74.22530127360922,4
258,idm46_C163,7,water_low,2,3.633333333,56.5298959,99.19794883,3.666666667,-34.60450049191697,4
259,idm46_C163,8,water_low,2,5.033333333,71.22204702,85.49102136,4.8,-19.870686628042623,4
260,idm46_C163,9,water_low,2,10.13333333,72.92768654,-8.225564648,9.966666667,73.98544496380704,4
261,idm46_C163,10,water_low,2,2.233333333,72.26434674,104.4258019,2.033333333,-39.01982708918014,4
272,idm46_C2C3,1,water_low,0,2.8,31.65235285,86.58865348,2.8,52.773797588594455,4
273,idm46_C2C3,2,water_low,2,2.7,40.38254425,75.45171536,3.5,41.165295477223815,4
274,idm46_C2C3,3,water_low,2,3.7,27.57928224,53.70701992,4.166666667,20.189901711395972,4
275,idm46_C2C3,4,water_low,2,9.166666667,39.29585627,-10.02278416,9.433333333,-44.546643515647595,4
276,idm46_C2C3,5,water_low,0,7.766666667,46.03053854,20.15997169,4.533333333,-14.535825183231468,4
277,idm46_C2C3,6,water_low,0,9.766666667,36.09903383,-6.36533378,9.7,-40.79094769742924,4
278,idm46_C2C3,7,water_low,2,4.433333333,39.04369104,71.09623965,4.6,36.72319762570837,4
279,idm46_C2C3,8,water_low,2,9.0,44.90159201,-11.24406631,9.333333333,-46.06897608927604,4
280,idm46_C2C3,9,water_low,1,8.8,39.26580635,-9.284769964,8.633333333,-43.7372013252292,4
281,idm46_C2C3,10,water_low,2,3.5,37.16725729,72.95559943,3.333333333,38.82740140789093,4
262,idm46_C5F3,1,water_low,2,1.0,42.16046907,87.63125084,1.166666667,41.138606564630365,6
263,idm46_C5F3,2,water_low,2,3.466666667,87.90296278,99.88199702,3.333333333,60.42866160079646,6
264,idm46_C5F3,3,water_low,2,6.0,75.42439768,91.77275559,6.266666667,50.024430657363794,6
265,idm46_C5F3,4,water_low,2,4.5,52.26374257,63.07606438,5.266666667,18.19910519215171,6
266,idm46_C5F3,5,water_low,2,3.4,61.72175421,89.81161539,4.2,46.15167468273841,6
267,idm46_C5F3,6,water_low,0,12.13333333,37.1005391,2.399800349,8.866666667,-44.6689516514166,6
268,idm46_C5F3,7,water_low,0,17.8,53.31859139,-3.155223897,17.53333333,-48.404797226206895,6
269,idm46_C5F3,8,water_low,2,1.0,43.46150461,-5.753341553,8.566666667,-50.748202942760756,6
270,idm46_C5F3,9,water_low,2,11.93333333,50.55534861,23.15216437,2.666666667,-21.642748215612443,6
271,idm46_C5F3,10,water_low,2,11.5,73.74058262,-9.828550384,8.2,-50.477778661684,6
282,idm46_D6C3,1,water_low,2,3.4,60.2330986,88.84763682,3.366666667,57.876271052717975,3
283,idm46_D6C3,2,water_low,2,1.0,81.46222004,96.79035703,2.533333333,71.64014520932288,3
284,idm46_D6C3,3,water_low,2,4.366666667,45.0647343,33.15584752,4.2,0.8180369014276117,3
285,idm46_D6C3,4,water_low,2,6.3,33.80964526,50.27734116,4.933333333,13.572798266476825,3
286,idm46_D6C3,5,water_low,2,1.7,44.1591943,70.10576227,1.666666667,36.133741899887674,3
287,idm46_D6C3,6,water_low,0,17.5,39.44892944,-12.34648217,19.23333333,-47.2154178212221,3
288,idm46_D6C3,7,water_low,0,9.566666667,43.49738305,-14.1444127,9.333333333,-45.62933578726913,3
289,idm46_D6C3,8,water_low,2,7.433333333,54.84307006,29.55216045,2.833333333,-0.09906243126638622,3
290,idm46_D6C3,9,water_low,0,10.3,70.53544612,-7.136765133,9.033333333,-31.593528627162527,3
291,idm46_D6C3,10,water_low,0,19.36666667,4.739496615,-10.63874853,20.0,-55.50364866291282,3
292,idm46_F5A3,1,water_low,2,7.966666667,45.45972008,-8.322403642,7.866666667,58.17855491138116,5
293,idm46_F5A3,2,water_low,2,5.4,55.16394143,74.95766257,5.233333333,-25.525675645856815,5
294,idm46_F5A3,3,water_low,2,0.0,78.09220095,91.17260208,4.166666667,-43.60562593382694,5
295,idm46_F5A3,4,water_low,2,5.466666667,54.53959138,73.23074916,5.466666667,-23.7511206535247,5
296,idm46_F5A3,5,water_low,0,11.13333333,59.6749614,-9.223411621,10.96666667,58.57356116292801,5
297,idm46_F5A3,6,water_low,2,7.633333333,56.22082093,13.52825661,7.466666667,35.71962421691007,5
298,idm46_F5A3,7,water_low,2,4.966666667,55.5438917,72.3820103,4.8,-23.049295383999855,5
299,idm46_F5A3,8,water_low,2,1.233333333,33.94872179,72.76638932,3.1,-22.39207153904422,5
300,idm46_F5A3,9,water_low,2,7.966666667,43.16318379,49.36457351,5.666666667,0.902881521606466,5
301,idm46_F5A3,10,water_low,2,2.833333333,56.89855509,63.97403982,2.966666667,-15.050832656573181,5
362,idm51_0363,1,sucrose_high,2,1.0,78.65697384,88.96151264,0.933333333,26.82246607142912,3
363,idm51_0363,2,sucrose_high,3,0.466666667,95.26058439,105.7372005,0.3,12.081027579577585,3
364,idm51_0363,3,sucrose_high,3,0.0,102.214555,93.73800052,0.266666667,3.881034855544927,3
365,idm51_0363,4,sucrose_high,3,0.566666667,110.2148992,105.2937051,0.366666667,-2.8286728629773887,3
366,idm51_0363,5,sucrose_high,3,0.0,117.1157567,98.52489684,0.1,-10.420799209429855,3
367,idm51_0363,6,sucrose_high,3,0.0,112.7556774,95.9828713,0.233333333,-6.356990328233928,3
368,idm51_0363,7,sucrose_high,3,0.4,97.97751513,108.3534785,0.233333333,9.658629532091302,3
369,idm51_0363,8,sucrose_high,3,1.7,117.4053213,90.65282248,0.166666667,-11.532432246312883,3
370,idm51_0363,9,sucrose_high,3,0.0,120.2896556,90.24948776,0.266666667,-14.45807328149248,3
371,idm51_0363,10,sucrose_high,3,0.0,112.7676348,91.50578458,0.333333333,-6.84619011019642,3
372,idm51_0B72,1,sucrose_high,3,0.0,87.76228386,97.39910193,0.566666667,-6.602896519631312,3
373,idm51_0B72,2,sucrose_high,3,0.0,97.69220115,96.60609057,0.5,0.039167118232830284,3
374,idm51_0B72,3,sucrose_high,2,0.333333333,99.18883253,104.7700287,1.333333333,6.768347100902045,3
375,idm51_0B72,4,sucrose_high,3,0.0,104.5729589,90.13574186,0.3,0.5591463586512763,3
376,idm51_0B72,5,sucrose_high,3,0.0,93.18433854,83.57131545,0.3,-12.211738031043067,3
377,idm51_0B72,6,sucrose_high,3,0.666666667,105.4414394,106.5097956,0.5,12.491737401876474,3
378,idm51_0B72,7,sucrose_high,3,0.0,102.5665876,94.10088383,0.3,1.8403639697365202,3
379,idm51_0B72,8,sucrose_high,2,0.0,108.7892333,94.13053493,0.633333333,6.374485345836527,3
380,idm51_0B72,9,sucrose_high,2,0.0,90.24044104,93.76543202,1.266666667,-7.304441689060854,3
381,idm51_0B72,10,sucrose_high,2,0.0,100.9569726,90.27313071,1.1,-1.954171055500399,3
382,idm51_30A3,1,sucrose_high,3,0.0,89.26425778,95.83215996,0.4,-4.227253207844026,3
383,idm51_30A3,2,sucrose_high,3,0.0,100.6419723,97.63167825,0.2,7.194365209820702,3
384,idm51_30A3,3,sucrose_high,3,0.0,110.1743449,93.01599332,0.3,15.025459749646524,3
385,idm51_30A3,4,sucrose_high,3,0.0,106.1093543,95.52411747,0.3,11.838578774202896,3
386,idm51_30A3,5,sucrose_high,3,0.0,86.54412982,78.74399427,0.333333333,-11.67840999398034,3
387,idm51_30A3,6,sucrose_high,3,0.0,93.35274622,94.40415052,0.233333333,-0.7101680653444402,3
388,idm51_30A3,7,sucrose_high,3,0.0,100.2852322,93.23324366,0.3,5.604679820826148,3
389,idm51_30A3,8,sucrose_high,3,0.0,85.02260344,93.00942273,0.4,-9.09452673321744,3
390,idm51_30A3,9,sucrose_high,2,0.0,84.2506151,93.47020659,0.833333333,-9.720279193269029,3
391,idm51_30A3,10,sucrose_high,3,0.0,90.99155089,89.9651533,0.233333333,-4.232446360841095,3
60,idm51_3893,1,sucrose_low,2,3.866666667,48.669733,95.53969066,3.766666667,78.22447487135709,4
61,idm51_3893,2,sucrose_low,2,9.6,69.92963219,-6.922518136,7.766666667,-20.321560744943508,4
62,idm51_3893,3,sucrose_low,0,14.43333333,43.6752363,-7.562899319,14.26666667,-25.68486345602683,4
63,idm51_3893,4,sucrose_low,2,1.3,37.13418629,101.2418609,0.9,83.10101604611819,4
64,idm51_3893,5,sucrose_low,2,4.8,51.52588185,53.02941895,4.766666667,36.89366593689805,4
65,idm51_3893,6,sucrose_low,0,19.9,5.884702105,-8.054704337,20.0,-32.25343369575823,4
66,idm51_3893,7,sucrose_low,0,19.8,1.286030497,-8.928692886,20.0,-33.65115815988241,4
67,idm51_3893,8,sucrose_low,0,9.733333333,49.76440303,-10.55127301,9.2,-26.554753366658797,4
68,idm51_3893,9,sucrose_low,0,18.9,39.3701353,-9.139789369,18.8,-28.94400695269746,4
69,idm51_3893,10,sucrose_low,0,19.0,35.99536255,-10.53252583,19.43333333,-30.809380478406133,4
402,idm52_0BD2,1,sucrose_high,3,0.0,78.97509989,95.82134896,0.333333333,8.307446016276577,6
403,idm52_0BD2,2,sucrose_high,3,0.0,95.95261453,95.47722865,0.266666667,-4.017353476426807,6
404,idm52_0BD2,3,sucrose_high,3,0.0,91.32485686,97.32948321,0.333333333,-1.8413599086562853,6
405,idm52_0BD2,4,sucrose_high,3,0.0,76.84673212,77.69318307,0.3,22.08246968833048,6
406,idm52_0BD2,5,sucrose_high,3,0.0,90.53293131,96.1088701,0.3,-0.43413000224590814,6
407,idm52_0BD2,6,sucrose_high,3,0.333333333,106.9035084,105.688554,0.266666667,-18.990883697779196,6
408,idm52_0BD2,7,sucrose_high,3,0.0,95.22656887,74.34240253,0.3,10.744085112611176,6
409,idm52_0BD2,8,sucrose_high,3,0.0,96.70255443,95.02530665,0.466666667,-4.267922308475823,6
410,idm52_0BD2,9,sucrose_high,3,0.0,91.03195056,95.35622222,0.266666667,-0.29662919200789306,6
411,idm52_0BD2,10,sucrose_high,3,0.0,106.2794125,94.92854127,0.366666667,-11.285722231626242,6
90,idm52_B662,1,sucrose_low,2,0.966666667,49.80212073,73.63755236,0.933333333,-36.57339214651577,5
91,idm52_B662,2,sucrose_low,2,4.9,63.26611908,89.29619519,5.0,-55.238296026266234,5
92,idm52_B662,3,sucrose_low,2,2.4,53.03071376,46.81123283,2.766666667,-14.592832442111987,5
93,idm52_B662,4,sucrose_low,2,5.366666667,57.18187277,61.30255062,5.233333333,-28.224831121465026,5
94,idm52_B662,5,sucrose_low,0,17.76666667,19.94388767,-11.49124226,9.233333333,54.28183514993582,5
95,idm52_B662,6,sucrose_low,0,19.23333333,1.575181102,-9.694846318,20.0,63.01329698263425,5
96,idm52_B662,7,sucrose_low,2,7.066666667,41.66581118,20.82099344,7.1,14.357129876868678,5
97,idm52_B662,8,sucrose_low,2,5.066666667,48.46310698,57.38114593,5.966666667,-20.700711430752897,5
98,idm52_B662,9,sucrose_low,2,1.833333333,51.73315665,75.79024661,2.5,-38.9963676819707,5
99,idm52_B662,10,sucrose_low,0,18.83333333,4.481882775,-10.96395137,20.0,62.67416883964376,5
392,idm52_B7F2,1,sucrose_high,2,0.0,67.53168119,92.11157647,0.966666667,-6.750704744481487,9
393,idm52_B7F2,2,sucrose_high,2,0.0,73.78088204,94.66082974,1.033333333,-0.7555384282225317,9
394,idm52_B7F2,3,sucrose_high,2,0.0,68.70149529,89.69988253,0.933333333,-7.816857538161706,9
395,idm52_B7F2,4,sucrose_high,2,0.0,78.33536405,92.77197638,1.066666667,0.7744333946719671,9
396,idm52_B7F2,5,sucrose_high,2,0.0,70.39029189,91.24506279,1.3,-5.556352034670721,9
397,idm52_B7F2,6,sucrose_high,3,0.633333333,81.20149858,103.4566931,0.3,10.800004676870747,9
398,idm52_B7F2,7,sucrose_high,2,0.0,68.59712528,90.14986899,1.833333333,-7.565937141505429,9
399,idm52_B7F2,8,sucrose_high,2,0.0,76.66197255,91.27168561,3.2,-1.503824419273281,9
400,idm52_B7F2,9,sucrose_high,2,0.0,83.52759575,92.09841231,3.233333333,3.587575907957393,9
401,idm52_B7F2,10,sucrose_high,2,0.966666667,80.62054872,109.2402733,0.766666667,14.787200326815116,9
80,idm52_BA32,1,sucrose_low,2,1.4,67.45841157,94.36693381,2.066666667,85.73401280836126,3
81,idm52_BA32,2,sucrose_low,2,5.033333333,73.35386957,90.55667673,5.8,85.10845845286374,3
82,idm52_BA32,3,sucrose_low,0,19.93333333,1.939342864,-6.013282189,20.0,-36.73486959060535,3
83,idm52_BA32,4,sucrose_low,0,19.9,3.82393489,-3.394757096,20.0,-33.560759170572,3
84,idm52_BA32,5,sucrose_low,0,17.73333333,1.229821415,-10.28431447,20.0,-40.26628105208241,3
85,idm52_BA32,6,sucrose_low,0,18.7,3.567441679,-10.66933217,20.0,-39.357726632643256,3
86,idm52_BA32,7,sucrose_low,0,19.96666667,1.557390958,-6.459145301,20.0,-37.31390047643293,3
87,idm52_BA32,8,sucrose_low,2,9.966666667,62.80878556,-11.1944075,10.73333333,-3.417590494318228,3
88,idm52_BA32,9,sucrose_low,0,12.03333333,45.38689954,-10.2789853,14.16666667,-13.434275839620593,3
89,idm52_BA32,10,sucrose_low,2,8.733333333,71.94326931,27.42676283,7.366666667,33.24293199504981,3
70,idm52_BF32,1,sucrose_low,2,5.966666667,49.06964901,46.39328707,6.3,45.44904081050973,3
71,idm52_BF32,2,sucrose_low,2,5.166666667,45.63399365,24.85289847,7.1,27.060399384107964,3
72,idm52_BF32,3,sucrose_low,0,6.266666667,37.10897845,-8.1705863,10.56666667,-3.953669039691556,3
73,idm52_BF32,4,sucrose_low,0,14.03333333,28.81351174,-13.44927772,14.1,-14.92692284373495,3
74,idm52_BF32,5,sucrose_low,0,19.9,2.098997097,-7.737345243,20.0,-28.790391121139702,3
75,idm52_BF32,6,sucrose_low,0,12.13333333,50.02408444,-6.385007418,12.96666667,3.774120995173365,3
76,idm52_BF32,7,sucrose_low,0,13.86666667,17.61493197,-9.790346343,15.96666667,-19.219331559514742,3
77,idm52_BF32,8,sucrose_low,0,8.433333333,51.41782109,-9.564296004,8.366666667,3.6440461833159543,3
78,idm52_BF32,9,sucrose_low,0,16.46666667,20.34839722,-10.57707971,16.4,-18.68941637729939,3
79,idm52_BF32,10,sucrose_low,0,15.13333333,57.07823327,-8.363654908,15.1,5.652123568273378,3
442,idm53_B692,1,water_high,3,0.0,123.9830028,95.2258671,0.166666667,-3.1125876783956428,6
443,idm53_B692,2,water_high,3,0.0,123.1953888,98.3745319,0.1,-3.406468411419564,6
444,idm53_B692,3,water_high,3,0.0,128.7356917,95.67004082,0.1,1.6507773914342194,6
445,idm53_B692,4,water_high,3,0.0,124.4713323,94.84156596,0.033333333,-2.689951329997944,6
446,idm53_B692,5,water_high,3,0.0,116.4933894,93.35258617,0.166666667,-10.80011118063611,6
447,idm53_B692,6,water_high,3,0.0,135.1767034,94.98480467,0.333333333,7.90976696045644,6
448,idm53_B692,7,water_high,3,0.0,138.1421254,95.06564593,0.533333333,10.852835526880659,6
449,idm53_B692,8,water_high,3,0.0,136.8154119,93.61305373,0.4,9.317927616462471,6
450,idm53_B692,9,water_high,3,0.0,125.641132,94.19169561,0.433333333,-1.6323006664284443,6
451,idm53_B692,10,water_high,2,0.0,120.5004733,85.32822716,0.8,-8.08988822835621,6
302,idm53_BEA2,1,water_low,2,0.0,72.78423218,100.3006543,3.333333333,70.16958533141568,3
303,idm53_BEA2,2,water_low,2,3.433333333,48.43543414,85.87023796,3.7,54.93183420017979,3
304,idm53_BEA2,3,water_low,2,8.1,61.38563459,-10.64822104,8.266666667,-41.3572913291928,3
305,idm53_BEA2,4,water_low,0,11.36666667,49.22486585,-1.526553207,15.0,-33.38934245502927,3
306,idm53_BEA2,5,water_low,2,4.933333333,77.33374276,72.27526613,3.4,42.10331016065554,3
307,idm53_BEA2,6,water_low,2,1.133333333,56.50577458,67.54866451,2.533333333,37.17175936751996,3
308,idm53_BEA2,7,water_low,0,13.7,61.3747378,0.635968843,13.6,-30.956539181313655,3
309,idm53_BEA2,8,water_low,2,0.0,74.99409577,-6.090592685,8.433333333,-35.960067014748105,3
310,idm53_BEA2,9,water_low,2,4.066666667,50.22505649,13.09506897,5.266666667,-17.541774040007777,3
311,idm53_BEA2,10,water_low,0,9.333333333,65.91049885,-14.23646039,11.5,-45.17147503947934,3
452,idm53_E151,1,water_high,2,0.0,80.93912078,90.74180445,1.366666667,21.841493449531544,3
453,idm53_E151,2,water_high,2,0.0,87.39191048,94.2013409,0.833333333,14.891731076356406,3
454,idm53_E151,3,water_high,3,0.466666667,96.49332582,103.778357,0.366666667,4.282065995887269,3
455,idm53_E151,4,water_high,3,0.0,111.5136266,95.83432323,0.2,-9.177247219427088,3
456,idm53_E151,5,water_high,3,0.0,108.8622224,98.16126908,0.266666667,-6.957131531124821,3
457,idm53_E151,6,water_high,2,0.0,98.97027536,94.78642369,1.233333333,3.388080676738382,3
458,idm53_E151,7,water_high,3,0.533333333,108.6039423,104.4214726,0.333333333,-7.761082733506311,3
459,idm53_E151,8,water_high,2,0.0,116.3623386,96.91814522,1.2,-14.111002408470096,3
460,idm53_E151,9,water_high,2,0.0,112.758731,96.93714922,2.233333333,-10.551053781102956,3
461,idm53_E151,10,water_high,2,0.0,97.88578235,96.71526366,3.233333333,4.154146475117757,3
472,idm54_0E71,1,water_high,2,0.0,63.93545116,95.631404,0.8,-12.99602365859733,3
473,idm54_0E71,2,water_high,2,0.0,80.84912866,95.15267596,1.233333333,3.9287198559942818,3
474,idm54_0E71,3,water_high,2,0.0,75.77712953,95.17989554,1.1,-1.1429312297187293,3
475,idm54_0E71,4,water_high,2,0.0,70.56919885,94.04068908,1.166666667,-6.306121283744615,3
476,idm54_0E71,5,water_high,2,0.0,76.39936083,96.68156761,0.933333333,-0.5754307995154291,3
477,idm54_0E71,6,water_high,2,0.0,75.85267522,93.17909917,1.7,-0.9833525682516606,3
478,idm54_0E71,7,water_high,2,0.0,76.61399425,93.52020636,1.6,-0.23712570349521592,3
479,idm54_0E71,8,water_high,2,2.266666667,75.09713003,101.8766893,2.2,-2.025802376563269,3
480,idm54_0E71,9,water_high,2,0.0,91.88480032,94.81207551,1.566666667,14.974146900592535,3
481,idm54_0E71,10,water_high,2,0.0,82.25131796,95.30448901,2.466666667,5.363920863299415,3
312,idm54_E661,1,water_low,2,3.433333333,37.94629064,74.91756579,3.6,62.81223978093578,3
313,idm54_E661,2,water_low,2,1.4,34.56405221,76.17238708,1.033333333,64.37859462638764,3
314,idm54_E661,3,water_low,1,5.4,48.70170853,-0.5135409,16.43333333,-12.350572743677386,3
315,idm54_E661,4,water_low,0,7.133333333,29.07925338,-9.473204676,13.93333333,-22.536465641683556,3
316,idm54_E661,5,water_low,0,10.2,25.4853081,20.78740225,6.6,7.630580529531752,3
317,idm54_E661,6,water_low,1,19.13333333,8.367633693,-10.36562965,20.0,-27.308396417886247,3
318,idm54_E661,7,water_low,0,6.733333333,41.43300574,-7.985892622,8.4,-19.12024063949298,3
319,idm54_E661,8,water_low,0,18.66666667,7.508200266,-3.160943879,20.0,-20.30666481807464,3
320,idm54_E661,9,water_low,0,6.033333333,29.41621248,-3.903360463,15.43333333,-17.192269002539195,3
321,idm54_E661,10,water_low,0,7.833333333,60.09927045,-5.543888649,12.83333333,-16.00680567350118,3
482,idm54_E7F1,1,water_high,2,0.0,67.64505971,96.19287735,1.133333333,9.76696692406981,3
483,idm54_E7F1,2,water_high,3,0.0,53.01098006,90.006036,0.5,25.12171983164151,3
484,idm54_E7F1,3,water_high,2,0.0,88.69969131,98.0863641,1.4,-11.344622285535413,3
485,idm54_E7F1,4,water_high,2,0.0,69.2979921,94.20610633,1.233333333,8.391155995374803,3
486,idm54_E7F1,5,water_high,2,0.0,83.99136677,95.32670176,1.266666667,-6.309401139721974,3
487,idm54_E7F1,6,water_high,2,0.0,82.72199055,96.13843551,1.3,-5.161865546428579,3
488,idm54_E7F1,7,water_high,2,0.0,71.7606934,91.78710743,2.233333333,6.236893941825542,3
489,idm54_E7F1,8,water_high,2,0.0,100.8060767,96.63714308,3.266666667,-23.21060263540633,3
490,idm54_E7F1,9,water_high,2,0.0,72.01582662,94.44981324,2.7,5.611652220959011,3
491,idm54_E7F1,10,water_high,2,0.0,86.81857832,94.98824094,2.266666667,-9.101897306778334,3
322,idm54_EE51,1,water_low,2,5.833333333,46.83796918,72.67553808,4.4,41.05252192939649,3
323,idm54_EE51,2,water_low,2,0.0,61.16438763,73.8811639,6.566666667,45.4520867504534,3
324,idm54_EE51,3,water_low,0,8.3,4.373473373,-0.109796903,20.0,-39.64997785264053,3
325,idm54_EE51,4,water_low,0,4.566666667,32.3549841,16.62404011,4.433333333,-16.08144814638836,3
326,idm54_EE51,5,water_low,2,0.0,50.99409975,87.51977329,5.0,56.83070468538946,3
327,idm54_EE51,6,water_low,0,13.66666667,27.467722,1.291463432,7.733333333,-33.18537094536091,3
328,idm54_EE51,7,water_low,0,13.2,53.7678035,-0.048577832,12.9,-29.751554448316128,3
329,idm54_EE51,8,water_low,2,0.0,48.88389932,78.17207187,3.0,47.53441779679511,3
330,idm54_EE51,9,water_low,0,12.53333333,55.30347704,-4.987872946,13.2,-34.198575094556325,3
331,idm54_EE51,10,water_low,0,5.866666667,46.0801814,-8.01354304,10.66666667,-38.00280467477224,3
462,idm54_EFC1,1,water_high,3,0.0,79.26784464,97.2896912,0.3,-8.570330371045875,3
463,idm54_EFC1,2,water_high,3,0.0,84.94090687,94.73275554,0.266666667,-4.079072020136588,3
464,idm54_EFC1,3,water_high,3,0.0,90.67909212,95.16044092,0.166666667,1.455489702767005,3
465,idm54_EFC1,4,water_high,3,0.0,89.16613834,95.88635864,0.366666667,0.27945568903157475,3
466,idm54_EFC1,5,water_high,3,0.0,87.05027046,95.41364502,0.266666667,-1.8704211234338903,3
467,idm54_EFC1,6,water_high,2,0.0,94.36288686,94.4901932,0.7,4.772292794282901,3
468,idm54_EFC1,7,water_high,2,0.0,85.41496644,94.76000761,0.733333333,-3.553730285190786,3
469,idm54_EFC1,8,water_high,2,0.0,87.23549512,95.37358783,1.2,-1.6213111307480912,3
470,idm54_EFC1,9,water_high,2,1.166666667,95.88774953,105.3495322,1.066666667,9.85814164451063,3
471,idm54_EFC1,10,water_high,2,0.0,92.75585412,94.65273522,1.1,3.3294850999632675,3
542,idm55_0ED1,1,no_high,2,1.166666667,98.31288838,98.37709025,1.433333333,1.135418962681492,4
543,idm55_0ED1,2,no_high,3,0.0,92.52859236,93.68290234,0.8,-6.375130782941918,4
544,idm55_0ED1,3,no_high,2,0.0,86.70294226,93.38465311,2.0,-10.797838266119118,4
545,idm55_0ED1,4,no_high,2,1.366666667,112.164327,104.4847317,1.233333333,15.411486197007072,4
546,idm55_0ED1,5,no_high,2,0.0,110.9291283,95.61424745,1.166666667,8.39306814867017,4
547,idm55_0ED1,6,no_high,2,0.0,97.74191413,82.64761166,1.133333333,-10.05180520258076,4
548,idm55_0ED1,7,no_high,2,0.0,97.33521335,76.7449357,1.566666667,-14.349391568974976,4
549,idm55_0ED1,8,no_high,2,0.0,112.1566742,75.79282612,1.366666667,-4.174838476006944,4
550,idm55_0ED1,9,no_high,2,2.533333333,117.6615731,98.83417185,2.866666667,15.701148549344651,4
551,idm55_0ED1,10,no_high,2,1.033333333,104.0791211,97.96984912,3.3,5.1078824389203845,4
